"","UF","COD_MUN_IBGE","SIGLA_PARTIDO","QTDE_VOTOS_2012","vote_pct_2012","win_margin_2012","incumbent_2012","QTDE_VOTOS_2016","vote_pct_2016","elected_2016"
"6631","MG",3117504,"PP",865,0.0855419303797468,-0.244560917721519,0,NA,NA,NA
"6632","MG",3117603,"PMDB",2641,0.677526936890713,0.355053873781426,1,2491,0.601400289715114,1
"6633","MG",3117603,"PR",1257,0.322473063109287,-0.355053873781426,0,NA,NA,NA
"6634","MG",3117702,"PRTB",3159,0.41396933560477,0.198270213602411,1,947,0.119510348308935,0
"6635","MG",3117702,"DEM",1646,0.215699122002359,-0.198270213602411,0,NA,NA,NA
"6636","MG",3117702,"PV",1466,0.192111125671603,-0.221858209933167,0,NA,NA,NA
"6637","MG",3117702,"PMDB",692,0.0906827414493513,-0.323286594155419,0,NA,NA,NA
"6638","MG",3117702,"PTB",668,0.0875376752719172,-0.326431660332853,0,NA,NA,NA
"6639","MG",3117801,"PMDB",3808,0.523005081719544,0.0460101634390881,1,4146,0.568568294020845,1
"6640","MG",3117801,"DEM",3473,0.476994918280456,-0.0460101634390881,0,3146,0.431431705979155,0
"6641","MG",3117836,"PDT",2262,0.513507377979569,0.0270147559591374,1,NA,NA,NA
"6642","MG",3117836,"PP",2143,0.486492622020431,-0.0270147559591374,0,2712,0.607118871725991,1
"6643","MG",3117876,"PSC",2095,0.440033606385213,0.139466498634741,1,NA,NA,NA
"6644","MG",3117876,"PSD",1431,0.300567107750473,-0.139466498634741,0,NA,NA,NA
"6645","MG",3117876,"PSB",1066,0.223902541482882,-0.216131064902331,0,NA,NA,NA
"6646","MG",3117876,"PRP",169,0.0354967443814325,-0.404536862003781,0,NA,NA,NA
"6647","MG",3117900,"PR",3447,0.505647645591903,0.0112952911838052,1,3755,0.491556486451106,0
"6648","MG",3117900,"PMDB",3370,0.494352354408097,-0.0112952911838052,0,NA,NA,NA
"6649","MG",3118007,"PSDB",16180,0.516503862606142,0.210847219562025,1,14995,0.474585390555767,1
"6650","MG",3118007,"PDT",9575,0.305656643044117,-0.210847219562025,0,NA,NA,NA
"6651","MG",3118007,"PT",2053,0.0655366149524357,-0.450967247653706,0,NA,NA,NA
"6652","MG",3118007,"PSB",1374,0.0438613292472706,-0.472642533358871,0,8624,0.27294594252437,0
"6653","MG",3118007,"PP",1355,0.0432548043159037,-0.473249058290238,0,NA,NA,NA
"6654","MG",3118007,"PSC",638,0.0203664687480049,-0.496137393858137,0,NA,NA,NA
"6655","MG",3118007,"PSTU",151,0.00482027708612654,-0.511683585520015,0,502,0.0158880870996329,0
"6656","MG",3118106,"DEM",1516,0.505670446964643,0.0113408939292862,1,1385,0.446054750402576,0
