"COD_MUN_TSE","NUM_TURNO","SIGLA_PARTIDO","NOME_MUNICIPIO","DESCRICAO_CARGO","ANO_ELEICAO","COD_MUN_IBGE","UF","QTDE_VOTOS"
"21377","1","PSDB","PIRPIRITUBA","PREFEITO","2000","2511806","PB","2845"
"21393","1","PMDB","PITIMBU","PREFEITO","2000","2511905","PB","2460"
"21393","1","PSDB","PITIMBU","PREFEITO","2000","2511905","PB","2399"
"21415","1","PSDB","POCINHOS","PREFEITO","2000","2512002","PB","3826"
"21431","1","PFL","POMBAL","PREFEITO","2000","2512101","PB","9774"
"21431","1","PSDB","POMBAL","PREFEITO","2000","2512101","PB","5443"
"21458","1","PFL","PRATA","PREFEITO","2000","2512200","PB","1176"
"21458","1","PPB","PRATA","PREFEITO","2000","2512200","PB","1242"
"21474","1","PFL","PRINCESA ISABEL","PREFEITO","2000","2512309","PB","3868"
"21474","1","PMDB","PRINCESA ISABEL","PREFEITO","2000","2512309","PB","4688"
"21490","1","PFL","PUXINANA","PREFEITO","2000","2512408","PB","3413"
"21490","1","PMDB","PUXINANA","PREFEITO","2000","2512408","PB","2665"
"21512","1","PPB","QUEIMADAS","PREFEITO","2000","2512507","PB","11002"
"21512","1","PTB","QUEIMADAS","PREFEITO","2000","2512507","PB","6650"
"21539","1","PSDB","QUIXABA","PREFEITO","2000","2512606","PB","365"
"21555","1","PFL","REMIGIO","PREFEITO","2000","2512705","PB","3694"
"21555","1","PL","REMIGIO","PREFEITO","2000","2512705","PB","3834"
"21571","1","PMDB","RIACHO DOS CAVALOS","PREFEITO","2000","2512804","PB","2241"
"21598","1","PL","RIO TINTO","PREFEITO","2000","2512903","PB","5491"
"21598","1","PMDB","RIO TINTO","PREFEITO","2000","2512903","PB","6014"
"21610","1","PMDB","SALGADINHO","PREFEITO","2000","2513000","PB","979"
"21610","1","PPS","SALGADINHO","PREFEITO","2000","2513000","PB","776"
"21636","1","PDT","SALGADO DE SAO FELIX","PREFEITO","2000","2513109","PB","3687"
"21636","1","PMDB","SALGADO DE SAO FELIX","PREFEITO","2000","2513109","PB","1973"
"21652","1","PMDB","SANTA CRUZ","PREFEITO","2000","2513208","PB","1909"
"21679","1","PPB","SANTA HELENA","PREFEITO","2000","2513307","PB","984"
"21695","1","PFL","SANTA LUZIA","PREFEITO","2000","2513406","PB","4755"
"21695","1","PMDB","SANTA LUZIA","PREFEITO","2000","2513406","PB","4161"
"21717","1","PTB","SANTANA DE MANGUEIRA","PREFEITO","2000","2513505","PB","2750"
"21733","1","PMDB","SANTANA DOS GARROTES","PREFEITO","2000","2513604","PB","2345"
"21733","1","PSDB","SANTANA DOS GARROTES","PREFEITO","2000","2513604","PB","1798"
"21750","1","PFL","SANTA RITA","PREFEITO","2000","2513703","PB","20727"
"21750","1","PMDB","SANTA RITA","PREFEITO","2000","2513703","PB","24144"
"21750","1","PPS","SANTA RITA","PREFEITO","2000","2513703","PB","2502"
"21776","1","PSDB","SANTA TERESINHA","PREFEITO","2000","2513802","PB","1649"
"21792","1","PMDB","SAO BENTO","PREFEITO","2000","2513901","PB","8580"
"21814","1","PFL","SAO JOAO DO CARIRI","PREFEITO","2000","2514008","PB","852"
"21830","1","PMDB","SAO JOAO DO TIGRE","PREFEITO","2000","2514107","PB","1167"
"21830","1","PSDB","SAO JOAO DO TIGRE","PREFEITO","2000","2514107","PB","922"
"21857","1","PFL","SAO JOSE DA LAGOA TAPADA","PREFEITO","2000","2514206","PB","2773"
"21857","1","PL","SAO JOSE DA LAGOA TAPADA","PREFEITO","2000","2514206","PB","1760"
"21873","1","PFL","SAO JOSE DE CAIANA","PREFEITO","2000","2514305","PB","1339"
"21873","1","PMDB","SAO JOSE DE CAIANA","PREFEITO","2000","2514305","PB","1719"
"21890","1","PFL","SAO JOSE DE ESPINHARAS","PREFEITO","2000","2514404","PB","1120"
"21890","1","PSDB","SAO JOSE DE ESPINHARAS","PREFEITO","2000","2514404","PB","2270"
"21911","1","PFL","SAO JOSE DE PIRANHAS","PREFEITO","2000","2514503","PB","1849"
"21938","1","PSDB","SAO JOSE DO BONFIM","PREFEITO","2000","2514602","PB","1004"
"21954","1","PMDB","SAO JOSE DO SABUGI","PREFEITO","2000","2514701","PB","1901"
"21997","1","PFL","SAO MAMEDE","PREFEITO","2000","2514909","PB","3253"
"22012","1","PSDB","SAO MIGUEL DE TAIPU","PREFEITO","2000","2515005","PB","1631"
"22039","1","PMDB","SAO SEB. DE LAGOA DE ROCA","PREFEITO","2000","2515104","PB","3017"
"22055","1","PMDB","SAO SEBASTIAO DO UMBUZEIRO","PREFEITO","2000","2515203","PB","1055"
"22055","1","PTB","SAO SEBASTIAO DO UMBUZEIRO","PREFEITO","2000","2515203","PB","531"
"22071","1","PDT","SAPE","PREFEITO","2000","2515302","PB","7051"
"22071","1","PMDB","SAPE","PREFEITO","2000","2515302","PB","7596"
"22071","1","PST","SAPE","PREFEITO","2000","2515302","PB","6124"
"22098","1","PFL","SAO VICENTE DO SERIDO","PREFEITO","2000","2515401","PB","2190"
"22098","1","PMDB","SAO VICENTE DO SERIDO","PREFEITO","2000","2515401","PB","2424"
"22110","1","PSDB","SERRA BRANCA","PREFEITO","2000","2515500","PB","2947"
"22110","1","PT","SERRA BRANCA","PREFEITO","2000","2515500","PB","1781"
"22136","1","PDT","SERRA DA RAIZ","PREFEITO","2000","2515609","PB","1013"
"22136","1","PMDB","SERRA DA RAIZ","PREFEITO","2000","2515609","PB","915"
"22152","1","PMDB","SERRA GRANDE","PREFEITO","2000","2515708","PB","868"
"22179","1","PFL","SERRA REDONDA","PREFEITO","2000","2515807","PB","2018"
"22195","1","PMDB","SERRARIA","PREFEITO","2000","2515906","PB","2328"
"22195","1","PSDB","SERRARIA","PREFEITO","2000","2515906","PB","1575"
"22217","1","PMDB","SOLANEA","PREFEITO","2000","2516003","PB","4419"
"22217","1","PSL","SOLANEA","PREFEITO","2000","2516003","PB","8260"
"22233","1","PFL","SOLEDADE","PREFEITO","2000","2516102","PB","2890"
"22233","1","PMDB","SOLEDADE","PREFEITO","2000","2516102","PB","3572"
"22233","1","PPS","SOLEDADE","PREFEITO","2000","2516102","PB","268"
"22250","1","PDT","SOUSA","PREFEITO","2000","2516201","PB","12040"
"22250","1","PMDB","SOUSA","PREFEITO","2000","2516201","PB","7403"
"22276","1","PFL","SUME","PREFEITO","2000","2516300","PB","5716"
"22276","1","PMDB","SUME","PREFEITO","2000","2516300","PB","539"
"22276","1","PSDB","SUME","PREFEITO","2000","2516300","PB","1174"
"22292","1","PL","CAMPO DE SANTANA","PREFEITO","2000","2516409","PB","2349"
"22314","1","PSC","TAPEROA","PREFEITO","2000","2516508","PB","3040"
"22330","1","PFL","TAVARES","PREFEITO","2000","2516607","PB","3150"
"22357","1","PFL","TEIXEIRA","PREFEITO","2000","2516706","PB","2779"
"22357","1","PT","TEIXEIRA","PREFEITO","2000","2516706","PB","3085"
"22373","1","PMDB","TRIUNFO","PREFEITO","2000","2516805","PB","2474"
"22373","1","PPB","TRIUNFO","PREFEITO","2000","2516805","PB","2529"
"22390","1","PFL","UIRAUNA","PREFEITO","2000","2516904","PB","3561"
"22390","1","PMDB","UIRAUNA","PREFEITO","2000","2516904","PB","4127"
"22411","1","PFL","UMBUZEIRO","PREFEITO","2000","2517001","PB","2339"
"22411","1","PMDB","UMBUZEIRO","PREFEITO","2000","2517001","PB","1885"
"23000","1","PDT","QUIXABA","PREFEITO","2000","2611533","PE","1601"
"23000","1","PMDB","QUIXABA","PREFEITO","2000","2611533","PE","2644"
"23019","1","PPS","AFOGADOS DA INGAZEIRA","PREFEITO","2000","2600104","PE","7767"
"23019","1","PTB","AFOGADOS DA INGAZEIRA","PREFEITO","2000","2600104","PE","7394"
"23027","1","PDT","LAGOA DO CARRO","PREFEITO","2000","2608453","PE","3633"
"23027","1","PSDB","LAGOA DO CARRO","PREFEITO","2000","2608453","PE","4204"
"23035","1","PFL","AFRANIO","PREFEITO","2000","2600203","PE","3753"
"23035","1","PSDC","AFRANIO","PREFEITO","2000","2600203","PE","4968"
"23043","1","PFL","SANTA CRUZ DA BAIXA VERDE","PREFEITO","2000","2612471","PE","2451"
"23043","1","PSDB","SANTA CRUZ DA BAIXA VERDE","PREFEITO","2000","2612471","PE","3736"
"23051","1","PMDB","AGRESTINA","PREFEITO","2000","2600302","PE","6318"
"23051","1","PSDB","AGRESTINA","PREFEITO","2000","2600302","PE","5633"
"23060","1","PGT","XEXEU","PREFEITO","2000","2616506","PE","32"
"23060","1","PMDB","XEXEU","PREFEITO","2000","2616506","PE","4096"
"23060","1","PSB","XEXEU","PREFEITO","2000","2616506","PE","1280"
"23078","1","PMDB","AGUA PRETA","PREFEITO","2000","2600401","PE","4978"
"23078","1","PSB","AGUA PRETA","PREFEITO","2000","2600401","PE","7709"
"23078","1","PSC","AGUA PRETA","PREFEITO","2000","2600401","PE","86"
"23086","1","PFL","VERTENTE DO LERIO","PREFEITO","2000","2616183","PE","1763"
"23086","1","PSB","VERTENTE DO LERIO","PREFEITO","2000","2616183","PE","2858"
"23094","1","PFL","AGUAS BELAS","PREFEITO","2000","2600500","PE","3154"
"23094","1","PMDB","AGUAS BELAS","PREFEITO","2000","2600500","PE","169"
"23094","1","PPB","AGUAS BELAS","PREFEITO","2000","2600500","PE","8771"
"23094","1","PSC","AGUAS BELAS","PREFEITO","2000","2600500","PE","5491"
"23108","1","PFL","SANTA CRUZ","PREFEITO","2000","2612455","PE","3392"
"23108","1","PMDB","SANTA CRUZ","PREFEITO","2000","2612455","PE","2580"
"23116","1","PFL","ALAGOINHA","PREFEITO","2000","2600609","PE","3862"
"23116","1","PSB","ALAGOINHA","PREFEITO","2000","2600609","PE","3427"
"23124","1","PMDB","JUCATI","PREFEITO","2000","2608255","PE","1802"
"23124","1","PSDB","JUCATI","PREFEITO","2000","2608255","PE","3194"
"23132","1","PMDB","ALIANCA","PREFEITO","2000","2600708","PE","9672"
"23132","1","PSB","ALIANCA","PREFEITO","2000","2600708","PE","9031"
"23132","1","PSL","ALIANCA","PREFEITO","2000","2600708","PE","121"
"23140","1","PFL","DORMENTES","PREFEITO","2000","2605152","PE","4308"
"23140","1","PPS","DORMENTES","PREFEITO","2000","2605152","PE","4084"
"23159","1","PFL","ALTINHO","PREFEITO","2000","2600807","PE","4439"
"23159","1","PSDB","ALTINHO","PREFEITO","2000","2600807","PE","6688"
"23167","1","PMDB","CARNAUBEIRA DA PENHA","PREFEITO","2000","2603926","PE","3220"
"23175","1","PFL","AMARAJI","PREFEITO","2000","2600906","PE","5106"
"23175","1","PPS","AMARAJI","PREFEITO","2000","2600906","PE","6103"
"23183","1","PFL","LAGOA GRANDE","PREFEITO","2000","2608750","PE","2809"
"23183","1","PMDB","LAGOA GRANDE","PREFEITO","2000","2608750","PE","5186"
"23191","1","PFL","ANGELIM","PREFEITO","2000","2601003","PE","2780"
"23191","1","PMDB","ANGELIM","PREFEITO","2000","2601003","PE","2377"
"23205","1","PMDB","ARACOIABA","PREFEITO","2000","2601052","PE","3488"
"23205","1","PSB","ARACOIABA","PREFEITO","2000","2601052","PE","3971"
"23213","1","PC do B","ARARIPINA","PREFEITO","2000","2601102","PE","135"
"23213","1","PMDB","ARARIPINA","PREFEITO","2000","2601102","PE","12997"
"23213","1","PSDB","ARARIPINA","PREFEITO","2000","2601102","PE","17029"
"23221","1","PSDB","CASINHAS","PREFEITO","2000","2604155","PE","4214"
"23230","1","PFL","ARCOVERDE","PREFEITO","2000","2601201","PE","14337"
"23230","1","PPS","ARCOVERDE","PREFEITO","2000","2601201","PE","13369"
"23248","1","PFL","MANARI","PREFEITO","2000","2609154","PE","2745"
"23248","1","PL","MANARI","PREFEITO","2000","2609154","PE","583"
"23248","1","PSDB","MANARI","PREFEITO","2000","2609154","PE","2411"
"23256","1","PFL","BARRA DE GUABIRABA","PREFEITO","2000","2601300","PE","3235"
"23256","1","PMDB","BARRA DE GUABIRABA","PREFEITO","2000","2601300","PE","2677"
"23264","1","PFL","JATOBA","PREFEITO","2000","2608057","PE","2570"
"23264","1","PSDB","JATOBA","PREFEITO","2000","2608057","PE","3348"
"23272","1","PPB","BARREIROS","PREFEITO","2000","2601409","PE","5928"
"23272","1","PSDB","BARREIROS","PREFEITO","2000","2601409","PE","11856"
"23280","1","PFL","TAMANDARE","PREFEITO","2000","2614857","PE","3119"
"23280","1","PPB","TAMANDARE","PREFEITO","2000","2614857","PE","468"
"23280","1","PSB","TAMANDARE","PREFEITO","2000","2614857","PE","4191"
"23299","1","PFL","BELEM DE MARIA","PREFEITO","2000","2601508","PE","4790"
"23302","1","PFL","JAQUEIRA","PREFEITO","2000","2607950","PE","3428"
"23302","1","PT","JAQUEIRA","PREFEITO","2000","2607950","PE","1861"
"23310","1","PFL","BELEM DE SAO FRANCISCO","PREFEITO","2000","2601607","PE","4602"
"23310","1","PMDB","BELEM DE SAO FRANCISCO","PREFEITO","2000","2601607","PE","4806"
"23329","1","PPB","SANTA FILOMENA","PREFEITO","2000","2612554","PE","2933"
"23329","1","PSB","SANTA FILOMENA","PREFEITO","2000","2612554","PE","2959"
"23337","1","PFL","BELO JARDIM","PREFEITO","2000","2601706","PE","18472"
"23337","1","PPS","BELO JARDIM","PREFEITO","2000","2601706","PE","15064"
"23337","1","PT","BELO JARDIM","PREFEITO","2000","2601706","PE","368"
"23370","1","PFL","BEZERROS","PREFEITO","2000","2601904","PE","14112"
"23370","1","PSB","BEZERROS","PREFEITO","2000","2601904","PE","13034"
"23396","1","PDT","BODOCO","PREFEITO","2000","2602001","PE","5904"
"23396","1","PFL","BODOCO","PREFEITO","2000","2602001","PE","8557"
"23418","1","PPS","BOM CONSELHO","PREFEITO","2000","2602100","PE","5730"
"23418","1","PSDB","BOM CONSELHO","PREFEITO","2000","2602100","PE","5461"
"23418","1","PSL","BOM CONSELHO","PREFEITO","2000","2602100","PE","2664"
"23418","1","PV","BOM CONSELHO","PREFEITO","2000","2602100","PE","5193"
"23434","1","PFL","BOM JARDIM","PREFEITO","2000","2602209","PE","10117"
"23434","1","PSL","BOM JARDIM","PREFEITO","2000","2602209","PE","6930"
"23450","1","PMDB","BONITO","PREFEITO","2000","2602308","PE","8048"
"23450","1","PPS","BONITO","PREFEITO","2000","2602308","PE","8876"
"23477","1","PSB","BREJAO","PREFEITO","2000","2602407","PE","2857"
"23477","1","PSDB","BREJAO","PREFEITO","2000","2602407","PE","2113"
"23493","1","PFL","BREJINHO","PREFEITO","2000","2602506","PE","3700"
"23515","1","PFL","BREJO DA MADRE DE DEUS","PREFEITO","2000","2602605","PE","6378"
"23515","1","PPS","BREJO DA MADRE DE DEUS","PREFEITO","2000","2602605","PE","8523"
"23531","1","PSB","BUENOS AIRES","PREFEITO","2000","2602704","PE","3459"
"23531","1","PSDB","BUENOS AIRES","PREFEITO","2000","2602704","PE","3472"
"23558","1","PMDB","BUIQUE","PREFEITO","2000","2602803","PE","11811"
"23558","1","PPB","BUIQUE","PREFEITO","2000","2602803","PE","8077"
"23574","1","PFL","CABO","PREFEITO","2000","2602902","PE","32230"
"23574","1","PPS","CABO","PREFEITO","2000","2602902","PE","46507"
"23590","1","PFL","CABROBO","PREFEITO","2000","2603009","PE","6369"
"23590","1","PSB","CABROBO","PREFEITO","2000","2603009","PE","6589"
"23612","1","PFL","CACHOEIRINHA","PREFEITO","2000","2603108","PE","3866"
"23612","1","PPB","CACHOEIRINHA","PREFEITO","2000","2603108","PE","2143"
"23612","1","PSDB","CACHOEIRINHA","PREFEITO","2000","2603108","PE","3095"
"23639","1","PMDB","CAETES","PREFEITO","2000","2603207","PE","2579"
"23639","1","PT","CAETES","PREFEITO","2000","2603207","PE","5941"
"23655","1","PSDB","CALCADO","PREFEITO","2000","2603306","PE","3975"
"23671","1","PFL","CALUMBI","PREFEITO","2000","2603405","PE","1829"
"23671","1","PPS","CALUMBI","PREFEITO","2000","2603405","PE","2216"
"23698","1","PDT","CAMOCIM DE SAO FELIX","PREFEITO","2000","2603504","PE","4110"
"23698","1","PMDB","CAMOCIM DE SAO FELIX","PREFEITO","2000","2603504","PE","4865"
"23710","1","PDT","CAMUTANGA","PREFEITO","2000","2603603","PE","2578"
"23710","1","PSDB","CAMUTANGA","PREFEITO","2000","2603603","PE","2782"
"23736","1","PFL","CANHOTINHO","PREFEITO","2000","2603702","PE","47"
"23736","1","PSB","CANHOTINHO","PREFEITO","2000","2603702","PE","5761"
"23752","1","PFL","CAPOEIRAS","PREFEITO","2000","2603801","PE","5274"
"23752","1","PSDB","CAPOEIRAS","PREFEITO","2000","2603801","PE","3954"
"23779","1","PMDB","CARNAIBA","PREFEITO","2000","2603900","PE","5743"
"23779","1","PSB","CARNAIBA","PREFEITO","2000","2603900","PE","3554"
"23795","1","PFL","CARPINA","PREFEITO","2000","2604007","PE","7393"
"23795","1","PMDB","CARPINA","PREFEITO","2000","2604007","PE","6476"
"23795","1","PSB","CARPINA","PREFEITO","2000","2604007","PE","15234"
"23817","1","PFL","CARUARU","PREFEITO","2000","2604106","PE","60666"
"23817","1","PSB","CARUARU","PREFEITO","2000","2604106","PE","49622"
"23833","1","PFL","CATENDE","PREFEITO","2000","2604205","PE","6688"
"23833","1","PSDB","CATENDE","PREFEITO","2000","2604205","PE","273"
"23833","1","PSDC","CATENDE","PREFEITO","2000","2604205","PE","7693"
"23850","1","PDT","CEDRO","PREFEITO","2000","2604304","PE","1092"
"23850","1","PFL","CEDRO","PREFEITO","2000","2604304","PE","2162"
"23850","1","PSDB","CEDRO","PREFEITO","2000","2604304","PE","1883"
"23876","1","PL","CHA DE ALEGRIA","PREFEITO","2000","2604403","PE","4034"
"23876","1","PSDB","CHA DE ALEGRIA","PREFEITO","2000","2604403","PE","2864"
"23892","1","PFL","CHA GRANDE","PREFEITO","2000","2604502","PE","6654"
"23892","1","PPB","CHA GRANDE","PREFEITO","2000","2604502","PE","2889"
"23914","1","PDT","CONDADO","PREFEITO","2000","2604601","PE","3014"
"23914","1","PMDB","CONDADO","PREFEITO","2000","2604601","PE","919"
"23914","1","PSB","CONDADO","PREFEITO","2000","2604601","PE","4314"
"23930","1","PPB","CORRENTES","PREFEITO","2000","2604700","PE","3556"
"23930","1","PSDB","CORRENTES","PREFEITO","2000","2604700","PE","4237"
"23957","1","PFL","CORTES","PREFEITO","2000","2604809","PE","5690"
"23957","1","PSL","CORTES","PREFEITO","2000","2604809","PE","1996"
"23973","1","PFL","CUMARU","PREFEITO","2000","2604908","PE","5028"
"23990","1","PFL","CUPIRA","PREFEITO","2000","2605004","PE","5289"
"23990","1","PPB","CUPIRA","PREFEITO","2000","2605004","PE","146"
"23990","1","PSB","CUPIRA","PREFEITO","2000","2605004","PE","5502"
"24015","1","PFL","CUSTODIA","PREFEITO","2000","2605103","PE","8005"
"24015","1","PPB","CUSTODIA","PREFEITO","2000","2605103","PE","7122"
"24031","1","PMDB","ESCADA","PREFEITO","2000","2605202","PE","328"
"24031","1","PSB","ESCADA","PREFEITO","2000","2605202","PE","15570"
"24031","1","PV","ESCADA","PREFEITO","2000","2605202","PE","11283"
"24058","1","PSB","EXU","PREFEITO","2000","2605301","PE","7725"
"24074","1","PFL","FEIRA NOVA","PREFEITO","2000","2605400","PE","3222"
"24074","1","PMDB","FEIRA NOVA","PREFEITO","2000","2605400","PE","4391"
"24074","1","PSB","FEIRA NOVA","PREFEITO","2000","2605400","PE","2599"
"24090","1","PMDB","FERREIROS","PREFEITO","2000","2605509","PE","4098"
"24112","1","PFL","FLORES","PREFEITO","2000","2605608","PE","5262"
"24112","1","PMDB","FLORES","PREFEITO","2000","2605608","PE","5421"
"24139","1","PFL","FLORESTA","PREFEITO","2000","2605707","PE","4804"
"24139","1","PMDB","FLORESTA","PREFEITO","2000","2605707","PE","7694"
"24155","1","PFL","FREI MIGUELINHO","PREFEITO","2000","2605806","PE","3634"
"24155","1","PSDB","FREI MIGUELINHO","PREFEITO","2000","2605806","PE","3727"
"24171","1","PMDB","GAMELEIRA","PREFEITO","2000","2605905","PE","5305"
"24171","1","PSB","GAMELEIRA","PREFEITO","2000","2605905","PE","3297"
"24171","1","PTB","GAMELEIRA","PREFEITO","2000","2605905","PE","497"
"24198","1","PDT","GARANHUNS","PREFEITO","2000","2606002","PE","801"
"24198","1","PMDB","GARANHUNS","PREFEITO","2000","2606002","PE","21845"
"24198","1","PPB","GARANHUNS","PREFEITO","2000","2606002","PE","11801"
"24198","1","PSDB","GARANHUNS","PREFEITO","2000","2606002","PE","12410"
"24198","1","PSTU","GARANHUNS","PREFEITO","2000","2606002","PE","344"
"24210","1","PFL","GLORIA DO GOITA","PREFEITO","2000","2606101","PE","1768"
"24210","1","PSB","GLORIA DO GOITA","PREFEITO","2000","2606101","PE","7095"
"24236","1","PSL","GOIANA","PREFEITO","2000","2606200","PE","12437"
"24236","1","PTB","GOIANA","PREFEITO","2000","2606200","PE","12509"
"24252","1","PMDB","GRANITO","PREFEITO","2000","2606309","PE","1424"
"24279","1","PFL","GRAVATA","PREFEITO","2000","2606408","PE","15367"
"24279","1","PL","GRAVATA","PREFEITO","2000","2606408","PE","4033"
"24279","1","PSB","GRAVATA","PREFEITO","2000","2606408","PE","9825"
"24295","1","PFL","IATI","PREFEITO","2000","2606507","PE","5940"
"24295","1","PMDB","IATI","PREFEITO","2000","2606507","PE","1488"
"24317","1","PFL","IBIMIRIM","PREFEITO","2000","2606606","PE","4565"
"24317","1","PSDB","IBIMIRIM","PREFEITO","2000","2606606","PE","6050"
"24317","1","PT do B","IBIMIRIM","PREFEITO","2000","2606606","PE","94"
"24333","1","PFL","IBIRAJUBA","PREFEITO","2000","2606705","PE","2472"
"24333","1","PSDB","IBIRAJUBA","PREFEITO","2000","2606705","PE","2033"
"24350","1","PMDB","IGARASSU","PREFEITO","2000","2606804","PE","7091"
"24350","1","PSB","IGARASSU","PREFEITO","2000","2606804","PE","27679"
"24376","1","PFL","IGUARACI","PREFEITO","2000","2606903","PE","3144"
"24376","1","PSDB","IGUARACI","PREFEITO","2000","2606903","PE","2594"
"24392","1","PSDB","INAJA","PREFEITO","2000","2607000","PE","2415"
"24392","1","PSL","INAJA","PREFEITO","2000","2607000","PE","3594"
"24414","1","PFL","INGAZEIRA","PREFEITO","2000","2607109","PE","1254"
"24414","1","PMDB","INGAZEIRA","PREFEITO","2000","2607109","PE","1555"
"24430","1","PMDB","IPOJUCA","PREFEITO","2000","2607208","PE","13374"
"24430","1","PSB","IPOJUCA","PREFEITO","2000","2607208","PE","2185"
"24430","1","PSDB","IPOJUCA","PREFEITO","2000","2607208","PE","13927"
"24457","1","PMDB","IPUBI","PREFEITO","2000","2607307","PE","4581"
"24457","1","PSDB","IPUBI","PREFEITO","2000","2607307","PE","5705"
"24473","1","PDT","ITACURUBA","PREFEITO","2000","2607406","PE","678"
"24490","1","PDT","ITAIBA","PREFEITO","2000","2607505","PE","3828"
"24490","1","PMDB","ITAIBA","PREFEITO","2000","2607505","PE","6543"
"24511","1","PDT","ITAMARACA","PREFEITO","2000","2607604","PE","2754"
"24511","1","PFL","ITAMARACA","PREFEITO","2000","2607604","PE","2011"
"24511","1","PPB","ITAMARACA","PREFEITO","2000","2607604","PE","2937"
"24511","1","PST","ITAMARACA","PREFEITO","2000","2607604","PE","1188"
"24538","1","PMDB","ITAPETIM","PREFEITO","2000","2607703","PE","3689"
"24538","1","PSB","ITAPETIM","PREFEITO","2000","2607703","PE","4149"
"24554","1","PMDB","ITAQUITINGA","PREFEITO","2000","2607802","PE","3746"
"24554","1","PTB","ITAQUITINGA","PREFEITO","2000","2607802","PE","2244"
"24570","1","PSB","JABOATAO","PREFEITO","2000","2607901","PE","20636"
"24570","1","PSC","JABOATAO","PREFEITO","2000","2607901","PE","85580"
"24570","1","PSDB","JABOATAO","PREFEITO","2000","2607901","PE","69052"
"24570","1","PST","JABOATAO","PREFEITO","2000","2607901","PE","6730"
"24570","1","PT","JABOATAO","PREFEITO","2000","2607901","PE","22391"
"24570","2","PSC","JABOATAO","PREFEITO","2000","2607901","PE","141813"
"24570","2","PSDB","JABOATAO","PREFEITO","2000","2607901","PE","84177"
"24597","1","PMDB","JATAUBA","PREFEITO","2000","2608008","PE","4379"
"24597","1","PSDC","JATAUBA","PREFEITO","2000","2608008","PE","2989"
"24619","1","PFL","JOAO ALFREDO","PREFEITO","2000","2608107","PE","7998"
"24619","1","PPB","JOAO ALFREDO","PREFEITO","2000","2608107","PE","6856"
"24619","1","PSC","JOAO ALFREDO","PREFEITO","2000","2608107","PE","108"
"24635","1","PFL","JOAQUIM NABUCO","PREFEITO","2000","2608206","PE","5117"
"24635","1","PSB","JOAQUIM NABUCO","PREFEITO","2000","2608206","PE","3474"
"24651","1","PFL","JUPI","PREFEITO","2000","2608305","PE","2868"
"24651","1","PHS","JUPI","PREFEITO","2000","2608305","PE","3958"
"24678","1","PMDB","JUREMA","PREFEITO","2000","2608404","PE","3597"
"24694","1","PMDB","LAGOA DE ITAENGA","PREFEITO","2000","2608503","PE","6842"
"24694","1","PSB","LAGOA DE ITAENGA","PREFEITO","2000","2608503","PE","5162"
"24716","1","PFL","LAGOA DO OURO","PREFEITO","2000","2608602","PE","5823"
"24732","1","PMDB","LAGOA DOS GATOS","PREFEITO","2000","2608701","PE","3255"
"24732","1","PSDC","LAGOA DOS GATOS","PREFEITO","2000","2608701","PE","4018"
"24759","1","PDT","LAJEDO","PREFEITO","2000","2608800","PE","10101"
"24759","1","PFL","LAJEDO","PREFEITO","2000","2608800","PE","9595"
"24775","1","PMDB","LIMOEIRO","PREFEITO","2000","2608909","PE","11703"
"24775","1","PSDB","LIMOEIRO","PREFEITO","2000","2608909","PE","16125"
"24791","1","PFL","MACAPARANA","PREFEITO","2000","2609006","PE","7484"
"24791","1","PMDB","MACAPARANA","PREFEITO","2000","2609006","PE","5365"
"24813","1","PSDB","MACHADOS","PREFEITO","2000","2609105","PE","4272"
"24813","1","PSL","MACHADOS","PREFEITO","2000","2609105","PE","1243"
"24830","1","PFL","MARAIAL","PREFEITO","2000","2609204","PE","1602"
"24830","1","PMDB","MARAIAL","PREFEITO","2000","2609204","PE","4867"
"24856","1","PSDB","MIRANDIBA","PREFEITO","2000","2609303","PE","3259"
"24856","1","PT","MIRANDIBA","PREFEITO","2000","2609303","PE","4101"
"24872","1","PMDB","MORENO","PREFEITO","2000","2609402","PE","8504"
"24872","1","PSB","MORENO","PREFEITO","2000","2609402","PE","8750"
"24872","1","PSL","MORENO","PREFEITO","2000","2609402","PE","7625"
"24899","1","PFL","NAZARE DA MATA","PREFEITO","2000","2609501","PE","8882"
"24899","1","PMDB","NAZARE DA MATA","PREFEITO","2000","2609501","PE","8459"
"24910","1","PC do B","OLINDA","PREFEITO","2000","2609600","PE","59066"
"24910","1","PDT","OLINDA","PREFEITO","2000","2609600","PE","39960"
"24910","1","PMDB","OLINDA","PREFEITO","2000","2609600","PE","69813"
"24910","1","PRTB","OLINDA","PREFEITO","2000","2609600","PE","2262"
"24910","1","PSL","OLINDA","PREFEITO","2000","2609600","PE","21160"
"24910","2","PC do B","OLINDA","PREFEITO","2000","2609600","PE","107739"
"24910","2","PMDB","OLINDA","PREFEITO","2000","2609600","PE","98122"
"24937","1","PSB","OROBO","PREFEITO","2000","2609709","PE","5571"
"24937","1","PSDB","OROBO","PREFEITO","2000","2609709","PE","5158"
"24953","1","PFL","OROCO","PREFEITO","2000","2609808","PE","3196"
"24953","1","PPS","OROCO","PREFEITO","2000","2609808","PE","2877"
"24970","1","PMDB","OURICURI","PREFEITO","2000","2609907","PE","6766"
"24970","1","PSDB","OURICURI","PREFEITO","2000","2609907","PE","7728"
"24970","1","PTB","OURICURI","PREFEITO","2000","2609907","PE","2079"
