"COD_MUN_TSE","NUM_TURNO","SIGLA_PARTIDO","NOME_MUNICIPIO","DESCRICAO_CARGO","ANO_ELEICAO","COD_MUN_IBGE","UF","QTDE_VOTOS"
"00272","1","PT","CEREJEIRAS","PREFEITO","2000","1100056","RO","1948"
"00299","1","PFL","ROLIM DE MOURA","PREFEITO","2000","1100288","RO","14851"
"00299","1","PTB","ROLIM DE MOURA","PREFEITO","2000","1100288","RO","6488"
"00310","1","PMDB","ALTA FLORESTA DO OESTE","PREFEITO","2000","1100015","RO","1075"
"00310","1","PTB","ALTA FLORESTA DO OESTE","PREFEITO","2000","1100015","RO","5133"
"00337","1","PFL","ALVORADA DO OESTE","PREFEITO","2000","1100346","RO","2575"
"00337","1","PT","ALVORADA DO OESTE","PREFEITO","2000","1100346","RO","4181"
"00337","1","PTB","ALVORADA DO OESTE","PREFEITO","2000","1100346","RO","5674"
"00353","1","PFL","SANTA LUZIA DO OESTE","PREFEITO","2000","1100296","RO","2407"
"00353","1","PSDB","SANTA LUZIA DO OESTE","PREFEITO","2000","1100296","RO","2675"
"00353","1","PT","SANTA LUZIA DO OESTE","PREFEITO","2000","1100296","RO","1499"
"00370","1","PFL","NOVA BRASILANDIA","PREFEITO","2000","1100148","RO","1250"
"00370","1","PTB","NOVA BRASILANDIA","PREFEITO","2000","1100148","RO","6895"
"00396","1","PFL","MACHADINHO DO OESTE","PREFEITO","2000","1100130","RO","5119"
"00396","1","PMDB","MACHADINHO DO OESTE","PREFEITO","2000","1100130","RO","3436"
"00418","1","PFL","SAO MIGUEL DO GUAPORE","PREFEITO","2000","1100320","RO","2275"
"00418","1","PT","SAO MIGUEL DO GUAPORE","PREFEITO","2000","1100320","RO","3668"
"00434","1","PDT","NOVA MAMORE","PREFEITO","2000","1100338","RO","1055"
"00434","1","PFL","NOVA MAMORE","PREFEITO","2000","1100338","RO","2075"
"00434","1","PMDB","NOVA MAMORE","PREFEITO","2000","1100338","RO","2079"
"00450","1","PDT","CABIXI","PREFEITO","2000","1100031","RO","1275"
"00450","1","PFL","CABIXI","PREFEITO","2000","1100031","RO","2176"
"00477","1","PFL","CANDEIAS DO JAMARI","PREFEITO","2000","1100809","RO","1802"
"00477","1","PSDB","CANDEIAS DO JAMARI","PREFEITO","2000","1100809","RO","3326"
"00493","1","PDT","ITAPUA DO OESTE","PREFEITO","2000","1101104","RO","1432"
"00493","1","PMDB","ITAPUA DO OESTE","PREFEITO","2000","1101104","RO","1330"
"00515","1","PL","NOVO HORIZONTE DO OESTE","PREFEITO","2000","1100502","RO","1879"
"00515","1","PMN","NOVO HORIZONTE DO OESTE","PREFEITO","2000","1100502","RO","2446"
"00515","1","PTB","NOVO HORIZONTE DO OESTE","PREFEITO","2000","1100502","RO","1283"
"00531","1","PFL","CASTANHEIRAS","PREFEITO","2000","1100908","RO","1051"
"00531","1","PSB","CASTANHEIRAS","PREFEITO","2000","1100908","RO","1713"
"00558","1","PFL","VALE DO PARAISO","PREFEITO","2000","1101807","RO","2110"
"00558","1","PTB","VALE DO PARAISO","PREFEITO","2000","1101807","RO","1783"
"00566","1","PMDB","URUPA","PREFEITO","2000","1101708","RO","4026"
"00566","1","PSDB","URUPA","PREFEITO","2000","1101708","RO","1504"
"00566","1","PT","URUPA","PREFEITO","2000","1101708","RO","935"
"00574","1","PMDB","MIRANTE DA SERRA","PREFEITO","2000","1101302","RO","2451"
"00574","1","PPB","MIRANTE DA SERRA","PREFEITO","2000","1101302","RO","408"
"00582","1","PFL","SERINGUEIRAS","PREFEITO","2000","1101500","RO","1147"
"00582","1","PL","SERINGUEIRAS","PREFEITO","2000","1101500","RO","1253"
"00582","1","PMDB","SERINGUEIRAS","PREFEITO","2000","1101500","RO","1360"
"00590","1","PDT","THEOBROMA","PREFEITO","2000","1101609","RO","2494"
"00590","1","PMDB","THEOBROMA","PREFEITO","2000","1101609","RO","2423"
"00604","1","PFL","MINISTRO ANDREAZZA","PREFEITO","2000","1101203","RO","2944"
"00604","1","PT","MINISTRO ANDREAZZA","PREFEITO","2000","1101203","RO","2198"
"00612","1","PFL","GOVERNADOR JORGE TEIXEIRA","PREFEITO","2000","1101005","RO","1706"
"00612","1","PMDB","GOVERNADOR JORGE TEIXEIRA","PREFEITO","2000","1101005","RO","2782"
"00612","1","PSC","GOVERNADOR JORGE TEIXEIRA","PREFEITO","2000","1101005","RO","1783"
"00620","1","PFL","CACAULANDIA","PREFEITO","2000","1100601","RO","1540"
"00620","1","PPB","CACAULANDIA","PREFEITO","2000","1100601","RO","1296"
"00639","1","PPB","ALTO PARAISO","PREFEITO","2000","1100403","RO","2172"
"00639","1","PT","ALTO PARAISO","PREFEITO","2000","1100403","RO","2678"
"00639","1","PTB","ALTO PARAISO","PREFEITO","2000","1100403","RO","1036"
"00647","1","PDT","RIO CRESPO","PREFEITO","2000","1100262","RO","638"
"00647","1","PSDB","RIO CRESPO","PREFEITO","2000","1100262","RO","1350"
"00655","1","PMDB","CORUMBIARA","PREFEITO","2000","1100072","RO","2429"
"00655","1","PT","CORUMBIARA","PREFEITO","2000","1100072","RO","1713"
"00663","1","PL","MONTE NEGRO","PREFEITO","2000","1101401","RO","1375"
"00671","1","PFL","CAMPO NOVO DE RONDONIA","PREFEITO","2000","1100700","RO","619"
"00671","1","PMDB","CAMPO NOVO DE RONDONIA","PREFEITO","2000","1100700","RO","1739"
"00671","1","PPB","CAMPO NOVO DE RONDONIA","PREFEITO","2000","1100700","RO","703"
"00680","1","PT","CUJUBIM","PREFEITO","2000","1100940","RO","958"
"00680","1","PV","CUJUBIM","PREFEITO","2000","1100940","RO","1421"
"00698","1","PSB","VALE DO ANARI","PREFEITO","2000","1101757","RO","1282"
"00698","1","PT","VALE DO ANARI","PREFEITO","2000","1101757","RO","829"
"00701","1","PMDB","PARECIS","PREFEITO","2000","1101450","RO","1338"
"00710","1","PPS","SAO FELIPE D OESTE","PREFEITO","2000","1101484","RO","1047"
"00710","1","PTB","SAO FELIPE D OESTE","PREFEITO","2000","1101484","RO","1051"
"00728","1","PFL","PRIMAVERA DE RONDONIA","PREFEITO","2000","1101476","RO","873"
"00728","1","PMDB","PRIMAVERA DE RONDONIA","PREFEITO","2000","1101476","RO","1301"
"00728","1","PT","PRIMAVERA DE RONDONIA","PREFEITO","2000","1101476","RO","510"
"00736","1","PFL","ALTO ALEGRE DOS PARECIS","PREFEITO","2000","1100379","RO","2505"
"00736","1","PSDB","ALTO ALEGRE DOS PARECIS","PREFEITO","2000","1100379","RO","1990"
"00744","1","PFL","NOVA UNIAO","PREFEITO","2000","1101435","RO","1735"
"00744","1","PPB","NOVA UNIAO","PREFEITO","2000","1101435","RO","1312"
"00752","1","PFL","TEIXEIROPOLIS","PREFEITO","2000","1101559","RO","1761"
"00752","1","PMDB","TEIXEIROPOLIS","PREFEITO","2000","1101559","RO","659"
"00779","1","PDT","BURITIS","PREFEITO","2000","1100452","RO","2170"
"00779","1","PFL","BURITIS","PREFEITO","2000","1100452","RO","1123"
"00779","1","PSDB","BURITIS","PREFEITO","2000","1100452","RO","990"
"00779","1","PT","BURITIS","PREFEITO","2000","1100452","RO","2261"
"00787","1","PSB","PIMENTEIRAS DO OESTE","PREFEITO","2000","1101468","RO","465"
"00795","1","PDT","SAO FRANCISCO DO GUAPORE","PREFEITO","2000","1101492","RO","2024"
"00795","1","PFL","SAO FRANCISCO DO GUAPORE","PREFEITO","2000","1101492","RO","149"
"00795","1","PMDB","SAO FRANCISCO DO GUAPORE","PREFEITO","2000","1101492","RO","1487"
"00809","1","PFL","CHUPINGUAIA","PREFEITO","2000","1100924","RO","975"
"00809","1","PPB","CHUPINGUAIA","PREFEITO","2000","1100924","RO","1505"
"01007","1","PDT","BUJARI","PREFEITO","2000","1200138","AC","226"
"01007","1","PMDB","BUJARI","PREFEITO","2000","1200138","AC","1415"
"01007","1","PT","BUJARI","PREFEITO","2000","1200138","AC","959"
"01023","1","PMDB","PORTO ACRE","PREFEITO","2000","1200807","AC","3255"
"01023","1","PPS","PORTO ACRE","PREFEITO","2000","1200807","AC","1677"
"01392","1","PMDB","RIO BRANCO","PREFEITO","2000","1200401","AC","54990"
"01392","1","PT","RIO BRANCO","PREFEITO","2000","1200401","AC","51539"
"01392","1","PTB","RIO BRANCO","PREFEITO","2000","1200401","AC","8003"
"02003","1","PFL","APUI","PREFEITO","2000","1300144","AM","1360"
"02003","1","PMDB","APUI","PREFEITO","2000","1300144","AM","2601"
"02011","1","PFL","NOVO AYRAO","PREFEITO","2000","1303205","AM","673"
"02011","1","PL","NOVO AYRAO","PREFEITO","2000","1303205","AM","2003"
"02011","1","PPS","NOVO AYRAO","PREFEITO","2000","1303205","AM","36"
"02011","1","PSDB","NOVO AYRAO","PREFEITO","2000","1303205","AM","1291"
"02038","1","PFL","ANORI","PREFEITO","2000","1300102","AM","433"
"02038","1","PMDB","ANORI","PREFEITO","2000","1300102","AM","2466"
"02038","1","PSDB","ANORI","PREFEITO","2000","1300102","AM","1901"
"02046","1","PDT","CAREIRO DA VARZEA","PREFEITO","2000","1301159","AM","3231"
"02046","1","PL","CAREIRO DA VARZEA","PREFEITO","2000","1301159","AM","277"
"02046","1","PMDB","CAREIRO DA VARZEA","PREFEITO","2000","1301159","AM","4409"
"02054","1","PFL","ATALAIA DO NORTE","PREFEITO","2000","1300201","AM","740"
"02054","1","PMDB","ATALAIA DO NORTE","PREFEITO","2000","1300201","AM","707"
"02054","1","PSB","ATALAIA DO NORTE","PREFEITO","2000","1300201","AM","304"
"02054","1","PST","ATALAIA DO NORTE","PREFEITO","2000","1300201","AM","626"
"02070","1","PSB","AUTAZES","PREFEITO","2000","1300300","AM","1288"
"02070","1","PSC","AUTAZES","PREFEITO","2000","1300300","AM","1368"
"02070","1","PSDB","AUTAZES","PREFEITO","2000","1300300","AM","1230"
"02070","1","PST","AUTAZES","PREFEITO","2000","1300300","AM","1121"
"02070","1","PV","AUTAZES","PREFEITO","2000","1300300","AM","577"
"02097","1","PFL","BARCELOS","PREFEITO","2000","1300409","AM","2687"
"02097","1","PMDB","BARCELOS","PREFEITO","2000","1300409","AM","1295"
"02119","1","PFL","BARREIRINHA","PREFEITO","2000","1300508","AM","3995"
"02119","1","PL","BARREIRINHA","PREFEITO","2000","1300508","AM","4510"
"02135","1","PFL","BENJAMIN CONSTANT","PREFEITO","2000","1300607","AM","5431"
"02135","1","PMDB","BENJAMIN CONSTANT","PREFEITO","2000","1300607","AM","2899"
"02151","1","PMDB","BOCA DO ACRE","PREFEITO","2000","1300706","AM","1210"
"02151","1","PSDB","BOCA DO ACRE","PREFEITO","2000","1300706","AM","3699"
"02151","1","PT","BOCA DO ACRE","PREFEITO","2000","1300706","AM","1972"
"02178","1","PL","BORBA","PREFEITO","2000","1300805","AM","4403"
"02178","1","PSDB","BORBA","PREFEITO","2000","1300805","AM","2749"
"02178","1","PTB","BORBA","PREFEITO","2000","1300805","AM","1882"
"02216","1","PPS","CARAUARI","PREFEITO","2000","1301001","AM","4072"
"02216","1","PTB","CARAUARI","PREFEITO","2000","1301001","AM","4284"
"02232","1","PMDB","CAREIRO","PREFEITO","2000","1301100","AM","4489"
"02232","1","PTB","CAREIRO","PREFEITO","2000","1301100","AM","5164"
"02259","1","PFL","COARI","PREFEITO","2000","1301209","AM","5236"
"02259","1","PL","COARI","PREFEITO","2000","1301209","AM","6883"
"02259","1","PSC","COARI","PREFEITO","2000","1301209","AM","2589"
"02259","1","PST","COARI","PREFEITO","2000","1301209","AM","4330"
"02275","1","PSDB","CODAJAS","PREFEITO","2000","1301308","AM","4523"
"02275","1","PTB","CODAJAS","PREFEITO","2000","1301308","AM","2448"
"02291","1","PFL","EIRUNEPE","PREFEITO","2000","1301407","AM","3801"
"02291","1","PTB","EIRUNEPE","PREFEITO","2000","1301407","AM","39"
"02313","1","PDT","ENVIRA","PREFEITO","2000","1301506","AM","1790"
"02313","1","PFL","ENVIRA","PREFEITO","2000","1301506","AM","2621"
"02330","1","PMDB","FONTE BOA","PREFEITO","2000","1301605","AM","2149"
"02330","1","PPB","FONTE BOA","PREFEITO","2000","1301605","AM","3836"
"02356","1","PFL","HUMAITA","PREFEITO","2000","1301704","AM","6267"
"02356","1","PMDB","HUMAITA","PREFEITO","2000","1301704","AM","6056"
"02372","1","PFL","SANTA ISABEL DO RIO NEGRO","PREFEITO","2000","1303601","AM","1327"
"02372","1","PPB","SANTA ISABEL DO RIO NEGRO","PREFEITO","2000","1303601","AM","619"
"02372","1","PSDB","SANTA ISABEL DO RIO NEGRO","PREFEITO","2000","1303601","AM","755"
"02399","1","PFL","IPIXUNA","PREFEITO","2000","1301803","AM","2487"
"02399","1","PMN","IPIXUNA","PREFEITO","2000","1301803","AM","1990"
"02410","1","PDT","ITACOATIARA","PREFEITO","2000","1301902","AM","1947"
"02410","1","PL","ITACOATIARA","PREFEITO","2000","1301902","AM","14251"
"02410","1","PTB","ITACOATIARA","PREFEITO","2000","1301902","AM","9997"
"02437","1","PMDB","ITAPIRANGA","PREFEITO","2000","1302009","AM","1680"
"02437","1","PPS","ITAPIRANGA","PREFEITO","2000","1302009","AM","203"
"02437","1","PSDB","ITAPIRANGA","PREFEITO","2000","1302009","AM","1416"
"02453","1","PFL","JAPURA","PREFEITO","2000","1302108","AM","757"
"02453","1","PSDB","JAPURA","PREFEITO","2000","1302108","AM","590"
"02453","1","PSDC","JAPURA","PREFEITO","2000","1302108","AM","8"
"02470","1","PPB","JURUA","PREFEITO","2000","1302207","AM","1748"
"02470","1","PTB","JURUA","PREFEITO","2000","1302207","AM","1499"
"02496","1","PL","JUTAI","PREFEITO","2000","1302306","AM","2511"
"02496","1","PMDB","JUTAI","PREFEITO","2000","1302306","AM","1192"
"02496","1","PSDB","JUTAI","PREFEITO","2000","1302306","AM","996"
"02518","1","PMDB","LABREA","PREFEITO","2000","1302405","AM","1065"
"02518","1","PSDB","LABREA","PREFEITO","2000","1302405","AM","135"
"02534","1","PFL","MANACAPURU","PREFEITO","2000","1302504","AM","15677"
"02534","1","PL","MANACAPURU","PREFEITO","2000","1302504","AM","13976"
"02550","1","PC do B","MANAUS","PREFEITO","2000","1302603","AM","9409"
"02550","1","PL","MANAUS","PREFEITO","2000","1302603","AM","287754"
"02550","1","PPS","MANAUS","PREFEITO","2000","1302603","AM","193779"
"02550","1","PSB","MANAUS","PREFEITO","2000","1302603","AM","98602"
"02550","2","PL","MANAUS","PREFEITO","2000","1302603","AM","319987"
"02550","2","PPS","MANAUS","PREFEITO","2000","1302603","AM","310119"
"02577","1","PFL","MANICORE","PREFEITO","2000","1302702","AM","2665"
"02577","1","PL","MANICORE","PREFEITO","2000","1302702","AM","2618"
"02577","1","PMDB","MANICORE","PREFEITO","2000","1302702","AM","2704"
"02577","1","PTB","MANICORE","PREFEITO","2000","1302702","AM","2493"
"02593","1","PHS","MARAA","PREFEITO","2000","1302801","AM","497"
"02593","1","PSDB","MARAA","PREFEITO","2000","1302801","AM","1600"
"02593","1","PTB","MARAA","PREFEITO","2000","1302801","AM","1756"
"02615","1","PFL","MAUES","PREFEITO","2000","1302900","AM","5538"
"02615","1","PMDB","MAUES","PREFEITO","2000","1302900","AM","3160"
"02615","1","PTB","MAUES","PREFEITO","2000","1302900","AM","7249"
"02631","1","PMDB","NHAMUNDA","PREFEITO","2000","1303007","AM","3636"
"02631","1","PSDB","NHAMUNDA","PREFEITO","2000","1303007","AM","3843"
"02658","1","PFL","NOVA OLINDA DO NORTE","PREFEITO","2000","1303106","AM","3580"
"02658","1","PMN","NOVA OLINDA DO NORTE","PREFEITO","2000","1303106","AM","1492"
"02658","1","PPB","NOVA OLINDA DO NORTE","PREFEITO","2000","1303106","AM","1975"
"02674","1","PFL","NOVO ARIPUANA","PREFEITO","2000","1303304","AM","2523"
"02674","1","PMDB","NOVO ARIPUANA","PREFEITO","2000","1303304","AM","3325"
"02690","1","PFL","PARINTINS","PREFEITO","2000","1303403","AM","11519"
"02690","1","PL","PARINTINS","PREFEITO","2000","1303403","AM","2924"
"02690","1","PMDB","PARINTINS","PREFEITO","2000","1303403","AM","8388"
"02690","1","PPS","PARINTINS","PREFEITO","2000","1303403","AM","3100"
"02690","1","PRN","PARINTINS","PREFEITO","2000","1303403","AM","2785"
"02690","1","PT","PARINTINS","PREFEITO","2000","1303403","AM","1937"
"02712","1","PFL","PAUINI","PREFEITO","2000","1303502","AM","2574"
"02712","1","PSDB","PAUINI","PREFEITO","2000","1303502","AM","1739"
"02739","1","PL","SANTO ANTONIO DO ICA","PREFEITO","2000","1303700","AM","2739"
"02739","1","PMDB","SANTO ANTONIO DO ICA","PREFEITO","2000","1303700","AM","2735"
"02755","1","PL","SAO PAULO DE OLIVENCA","PREFEITO","2000","1303908","AM","76"
"02755","1","PSDB","SAO PAULO DE OLIVENCA","PREFEITO","2000","1303908","AM","4286"
"02771","1","PFL","SILVES","PREFEITO","2000","1304005","AM","1156"
"02771","1","PSDB","SILVES","PREFEITO","2000","1304005","AM","2470"
"02798","1","PFL","TAPAUA","PREFEITO","2000","1304104","AM","3701"
"02798","1","PSDB","TAPAUA","PREFEITO","2000","1304104","AM","1444"
"02810","1","PFL","TEFE","PREFEITO","2000","1304203","AM","5314"
"02810","1","PMDB","TEFE","PREFEITO","2000","1304203","AM","1918"
"02810","1","PSB","TEFE","PREFEITO","2000","1304203","AM","2703"
"02810","1","PSDB","TEFE","PREFEITO","2000","1304203","AM","3391"
"02810","1","PTB","TEFE","PREFEITO","2000","1304203","AM","5661"
"02836","1","PDT","SAO GABRIEL DA CACHOEIRA","PREFEITO","2000","1303809","AM","732"
"02836","1","PFL","SAO GABRIEL DA CACHOEIRA","PREFEITO","2000","1303809","AM","3058"
"02836","1","PSL","SAO GABRIEL DA CACHOEIRA","PREFEITO","2000","1303809","AM","2768"
"02836","1","PTB","SAO GABRIEL DA CACHOEIRA","PREFEITO","2000","1303809","AM","2863"
"02852","1","PMDB","URUCARA","PREFEITO","2000","1304302","AM","3166"
"02852","1","PSDC","URUCARA","PREFEITO","2000","1304302","AM","2782"
"02879","1","PDT","URUCURITUBA","PREFEITO","2000","1304401","AM","1201"
"02879","1","PMDB","URUCURITUBA","PREFEITO","2000","1304401","AM","954"
"02879","1","PPS","URUCURITUBA","PREFEITO","2000","1304401","AM","1720"
"02879","1","PSL","URUCURITUBA","PREFEITO","2000","1304401","AM","674"
"02895","1","PFL","ALVARAES","PREFEITO","2000","1300029","AM","1341"
"02895","1","PMDB","ALVARAES","PREFEITO","2000","1300029","AM","2097"
"02895","1","PSL","ALVARAES","PREFEITO","2000","1300029","AM","908"
"02917","1","PMDB","AMATURA","PREFEITO","2000","1300060","AM","709"
"02917","1","PPB","AMATURA","PREFEITO","2000","1300060","AM","191"
"02917","1","PST","AMATURA","PREFEITO","2000","1300060","AM","586"
"02917","1","PTB","AMATURA","PREFEITO","2000","1300060","AM","582"
"02933","1","PL","ANAMA","PREFEITO","2000","1300086","AM","1491"
"02933","1","PMDB","ANAMA","PREFEITO","2000","1300086","AM","2020"
"02950","1","PSDB","BERURI","PREFEITO","2000","1300631","AM","2151"
"02950","1","PSL","BERURI","PREFEITO","2000","1300631","AM","1076"
"02992","1","PFL","CAAPIRANGA","PREFEITO","2000","1300839","AM","1803"
"02992","1","PSL","CAAPIRANGA","PREFEITO","2000","1300839","AM","17"
"02992","1","PTB","CAAPIRANGA","PREFEITO","2000","1300839","AM","1661"
"03018","1","PPB","BOA VISTA","PREFEITO","2000","1400100","RR","16743"
"03018","1","PPS","BOA VISTA","PREFEITO","2000","1400100","RR","4056"
"03018","1","PSDB","BOA VISTA","PREFEITO","2000","1400100","RR","36101"
"03018","1","PTB","BOA VISTA","PREFEITO","2000","1400100","RR","24371"
"03042","1","PFL","AMAJARI","PREFEITO","2000","1400027","RR","1794"
"03042","1","PSDB","AMAJARI","PREFEITO","2000","1400027","RR","1622"
"03050","1","PFL","ALTO ALEGRE","PREFEITO","2000","1400050","RR","3437"
"03050","1","PMDB","ALTO ALEGRE","PREFEITO","2000","1400050","RR","2866"
"03069","1","PFL","CANTA","PREFEITO","2000","1400175","RR","2727"
"03069","1","PTB","CANTA","PREFEITO","2000","1400175","RR","3446"
"03077","1","PFL","BONFIM","PREFEITO","2000","1400159","RR","1845"
"03077","1","PMDB","BONFIM","PREFEITO","2000","1400159","RR","1758"
"03107","1","PMDB","UIRAMUTA","PREFEITO","2000","1400704","RR","643"
"03107","1","PPB","UIRAMUTA","PREFEITO","2000","1400704","RR","889"
"03115","1","PST","NORMANDIA","PREFEITO","2000","1400407","RR","1493"
"03123","1","PFL","PACARAIMA","PREFEITO","2000","1400456","RR","1926"
"03123","1","PL","PACARAIMA","PREFEITO","2000","1400456","RR","393"
"03123","1","PSL","PACARAIMA","PREFEITO","2000","1400456","RR","1067"
"04022","1","PDT","TAILANDIA","PREFEITO","2000","1507953","PA","6487"
"04022","1","PSDB","TAILANDIA","PREFEITO","2000","1507953","PA","4666"
"04022","1","PST","TAILANDIA","PREFEITO","2000","1507953","PA","2486"
"04030","1","PMDB","ACARA","PREFEITO","2000","1500206","PA","4487"
"04030","1","PPB","ACARA","PREFEITO","2000","1500206","PA","9111"
"04065","1","PL","SAO JOAO DE PIRABAS","PREFEITO","2000","1507474","PA","3360"
"04065","1","PMN","SAO JOAO DE PIRABAS","PREFEITO","2000","1507474","PA","31"
"04081","1","PSB","TUCUMA","PREFEITO","2000","1508084","PA","3548"
"04081","1","PSDB","TUCUMA","PREFEITO","2000","1508084","PA","7590"
"04090","1","PMDB","ALMERIM","PREFEITO","2000","1500503","PA","8097"
"04090","1","PSDB","ALMERIM","PREFEITO","2000","1500503","PA","5152"
"04103","1","PMDB","MAE DO RIO","PREFEITO","2000","1504059","PA","6300"
"04103","1","PPB","MAE DO RIO","PREFEITO","2000","1504059","PA","3612"
"04103","1","PSD","MAE DO RIO","PREFEITO","2000","1504059","PA","1580"
"04111","1","PFL","ALTAMIRA","PREFEITO","2000","1500602","PA","8187"
"04111","1","PMDB","ALTAMIRA","PREFEITO","2000","1500602","PA","11527"
"04111","1","PT","ALTAMIRA","PREFEITO","2000","1500602","PA","6388"
"04146","1","PSDB","SANTA LUZIA DO PARA","PREFEITO","2000","1506559","PA","4356"
"04146","1","PT","SANTA LUZIA DO PARA","PREFEITO","2000","1506559","PA","3476"
"04154","1","PSB","ANANINDEUA","PREFEITO","2000","1500800","PA","1699"
"04154","1","PSDB","ANANINDEUA","PREFEITO","2000","1500800","PA","91742"
"04154","1","PT","ANANINDEUA","PREFEITO","2000","1500800","PA","15808"
"04170","1","PDT","AUGUSTO CORREA","PREFEITO","2000","1500909","PA","6274"
"04170","1","PPS","AUGUSTO CORREA","PREFEITO","2000","1500909","PA","1438"
"04170","1","PSDB","AUGUSTO CORREA","PREFEITO","2000","1500909","PA","7004"
"04197","1","PDT","AVEIRO","PREFEITO","2000","1501006","PA","404"
"04197","1","PPS","AVEIRO","PREFEITO","2000","1501006","PA","344"
"04197","1","PSDB","AVEIRO","PREFEITO","2000","1501006","PA","1147"
"04219","1","PPB","BAGRE","PREFEITO","2000","1501105","PA","960"
"04219","1","PSDB","BAGRE","PREFEITO","2000","1501105","PA","1730"
"04219","1","PT","BAGRE","PREFEITO","2000","1501105","PA","1939"
"04227","1","PSDB","BRASIL NOVO","PREFEITO","2000","1501725","PA","3024"
"04227","1","PTB","BRASIL NOVO","PREFEITO","2000","1501725","PA","3033"
"04235","1","PL","BAIAO","PREFEITO","2000","1501204","PA","71"
"04235","1","PMDB","BAIAO","PREFEITO","2000","1501204","PA","7043"
"04235","1","PSDB","BAIAO","PREFEITO","2000","1501204","PA","2686"
"04243","1","PMDB","SANTA BARBARA DO PARA","PREFEITO","2000","1506351","PA","3044"
"04243","1","PSDB","SANTA BARBARA DO PARA","PREFEITO","2000","1506351","PA","3247"
"04278","1","PFL","BELEM","PREFEITO","2000","1501402","PA","41788"
"04278","1","PSC","BELEM","PREFEITO","2000","1501402","PA","966"
"04278","1","PSD","BELEM","PREFEITO","2000","1501402","PA","188234"
"04278","1","PSDB","BELEM","PREFEITO","2000","1501402","PA","96360"
"04278","1","PT","BELEM","PREFEITO","2000","1501402","PA","267635"
"04278","2","PSD","BELEM","PREFEITO","2000","1501402","PA","316279"
