"COD_MUN_TSE","NUM_TURNO","SIGLA_PARTIDO","NOME_MUNICIPIO","DESCRICAO_CARGO","ANO_ELEICAO","COD_MUN_IBGE","UF","QTDE_VOTOS"
"00019","1","PDT","GUAJARA MIRIM","PREFEITO","2004","1100106","RO","4693"
"00019","1","PMDB","GUAJARA MIRIM","PREFEITO","2004","1100106","RO","5970"
"00019","1","PSDB","GUAJARA MIRIM","PREFEITO","2004","1100106","RO","4465"
"00019","1","PT","GUAJARA MIRIM","PREFEITO","2004","1100106","RO","3774"
"00035","1","PL","PORTO VELHO","PREFEITO","2004","1100205","RO","21707"
"00035","1","PMN","PORTO VELHO","PREFEITO","2004","1100205","RO","932"
"00035","1","PRONA","PORTO VELHO","PREFEITO","2004","1100205","RO","15295"
"00035","1","PSB","PORTO VELHO","PREFEITO","2004","1100205","RO","54611"
"00035","1","PSDB","PORTO VELHO","PREFEITO","2004","1100205","RO","27821"
"00035","1","PT","PORTO VELHO","PREFEITO","2004","1100205","RO","56716"
"00035","2","PSB","PORTO VELHO","PREFEITO","2004","1100205","RO","76557"
"00035","2","PT","PORTO VELHO","PREFEITO","2004","1100205","RO","90985"
"00051","1","PFL","JI PARANA","PREFEITO","2004","1100122","RO","19263"
"00051","1","PMDB","JI PARANA","PREFEITO","2004","1100122","RO","4309"
"00051","1","PMN","JI PARANA","PREFEITO","2004","1100122","RO","12198"
"00051","1","PSDB","JI PARANA","PREFEITO","2004","1100122","RO","16398"
"00051","1","PT","JI PARANA","PREFEITO","2004","1100122","RO","2083"
"00078","1","PMDB","ARIQUEMES","PREFEITO","2004","1100023","RO","20097"
"00078","1","PTB","ARIQUEMES","PREFEITO","2004","1100023","RO","17736"
"00078","1","PV","ARIQUEMES","PREFEITO","2004","1100023","RO","2601"
"00094","1","PMDB","CACOAL","PREFEITO","2004","1100049","RO","23035"
"00094","1","PTB","CACOAL","PREFEITO","2004","1100049","RO","14900"
"00116","1","PL","PIMENTA BUENO","PREFEITO","2004","1100189","RO","1660"
"00116","1","PMDB","PIMENTA BUENO","PREFEITO","2004","1100189","RO","7525"
"00116","1","PP","PIMENTA BUENO","PREFEITO","2004","1100189","RO","6767"
"00116","1","PT","PIMENTA BUENO","PREFEITO","2004","1100189","RO","1159"
"00132","1","PDT","VILHENA","PREFEITO","2004","1100304","RO","5836"
"00132","1","PMDB","VILHENA","PREFEITO","2004","1100304","RO","18281"
"00132","1","PMN","VILHENA","PREFEITO","2004","1100304","RO","565"
"00132","1","PSDB","VILHENA","PREFEITO","2004","1100304","RO","4392"
"00159","1","PMDB","JARU","PREFEITO","2004","1100114","RO","13625"
"00159","1","PSDB","JARU","PREFEITO","2004","1100114","RO","12129"
"00159","1","PT","JARU","PREFEITO","2004","1100114","RO","2721"
"00175","1","PMDB","OURO PRETO DO OESTE","PREFEITO","2004","1100155","RO","5428"
"00175","1","PMN","OURO PRETO DO OESTE","PREFEITO","2004","1100155","RO","9560"
"00175","1","PT","OURO PRETO DO OESTE","PREFEITO","2004","1100155","RO","6392"
"00191","1","PHS","PRESIDENTE MEDICI","PREFEITO","2004","1100254","RO","211"
"00191","1","PMDB","PRESIDENTE MEDICI","PREFEITO","2004","1100254","RO","3543"
"00191","1","PSDB","PRESIDENTE MEDICI","PREFEITO","2004","1100254","RO","9608"
"00213","1","PMDB","COSTA MARQUES","PREFEITO","2004","1100080","RO","2576"
"00213","1","PP","COSTA MARQUES","PREFEITO","2004","1100080","RO","1439"
"00213","1","PT","COSTA MARQUES","PREFEITO","2004","1100080","RO","1325"
"00230","1","PMDB","COLORADO DO OESTE","PREFEITO","2004","1100064","RO","3859"
"00230","1","PTB","COLORADO DO OESTE","PREFEITO","2004","1100064","RO","6741"
"00256","1","PRP","ESPIGAO D'OESTE","PREFEITO","2004","1100098","RO","5402"
"00256","1","PT","ESPIGAO D'OESTE","PREFEITO","2004","1100098","RO","3782"
"00256","1","PTB","ESPIGAO D'OESTE","PREFEITO","2004","1100098","RO","5634"
"00272","1","PFL","CEREJEIRAS","PREFEITO","2004","1100056","RO","2895"
"00272","1","PSDB","CEREJEIRAS","PREFEITO","2004","1100056","RO","6924"
"00299","1","PMDB","ROLIM DE MOURA","PREFEITO","2004","1100288","RO","4111"
"00299","1","PPS","ROLIM DE MOURA","PREFEITO","2004","1100288","RO","1086"
"00299","1","PTB","ROLIM DE MOURA","PREFEITO","2004","1100288","RO","12243"
"00299","1","PTN","ROLIM DE MOURA","PREFEITO","2004","1100288","RO","6819"
"00310","1","PDT","ALTA FLORESTA DO OESTE","PREFEITO","2004","1100015","RO","7054"
"00310","1","PSDB","ALTA FLORESTA DO OESTE","PREFEITO","2004","1100015","RO","6431"
"00337","1","PFL","ALVORADA DO OESTE","PREFEITO","2004","1100346","RO","340"
"00337","1","PSDB","ALVORADA DO OESTE","PREFEITO","2004","1100346","RO","5598"
"00337","1","PT","ALVORADA DO OESTE","PREFEITO","2004","1100346","RO","3442"
"00353","1","PDT","SANTA LUZIA DO OESTE","PREFEITO","2004","1100296","RO","1076"
"00353","1","PSDB","SANTA LUZIA DO OESTE","PREFEITO","2004","1100296","RO","2318"
"00353","1","PSL","SANTA LUZIA DO OESTE","PREFEITO","2004","1100296","RO","1184"
"00353","1","PT","SANTA LUZIA DO OESTE","PREFEITO","2004","1100296","RO","1461"
"00370","1","PSB","NOVA BRASILANDIA","PREFEITO","2004","1100148","RO","5313"
"00370","1","PTB","NOVA BRASILANDIA","PREFEITO","2004","1100148","RO","5084"
"00396","1","PL","MACHADINHO DO OESTE","PREFEITO","2004","1100130","RO","2691"
"00396","1","PTB","MACHADINHO DO OESTE","PREFEITO","2004","1100130","RO","10187"
"00418","1","PSDB","SAO MIGUEL DO GUAPORE","PREFEITO","2004","1100320","RO","3483"
"00418","1","PT","SAO MIGUEL DO GUAPORE","PREFEITO","2004","1100320","RO","1650"
"00418","1","PTB","SAO MIGUEL DO GUAPORE","PREFEITO","2004","1100320","RO","3675"
"00434","1","PFL","NOVA MAMORE","PREFEITO","2004","1100338","RO","2303"
"00434","1","PPS","NOVA MAMORE","PREFEITO","2004","1100338","RO","5878"
"00450","1","PDT","CABIXI","PREFEITO","2004","1100031","RO","1941"
"00450","1","PT","CABIXI","PREFEITO","2004","1100031","RO","1723"
"00477","1","PDT","CANDEIAS DO JAMARI","PREFEITO","2004","1100809","RO","3336"
"00477","1","PL","CANDEIAS DO JAMARI","PREFEITO","2004","1100809","RO","1508"
"00477","1","PMDB","CANDEIAS DO JAMARI","PREFEITO","2004","1100809","RO","797"
"00477","1","PSDB","CANDEIAS DO JAMARI","PREFEITO","2004","1100809","RO","2120"
"00477","1","PT","CANDEIAS DO JAMARI","PREFEITO","2004","1100809","RO","297"
"00493","1","PFL","ITAPUA DO OESTE","PREFEITO","2004","1101104","RO","1763"
"00493","1","PMDB","ITAPUA DO OESTE","PREFEITO","2004","1101104","RO","949"
"00493","1","PP","ITAPUA DO OESTE","PREFEITO","2004","1101104","RO","743"
"00493","1","PSB","ITAPUA DO OESTE","PREFEITO","2004","1101104","RO","300"
"00515","1","PSDB","NOVO HORIZONTE DO OESTE","PREFEITO","2004","1100502","RO","3361"
"00515","1","PSDC","NOVO HORIZONTE DO OESTE","PREFEITO","2004","1100502","RO","2821"
"00531","1","PDT","CASTANHEIRAS","PREFEITO","2004","1100908","RO","340"
"00531","1","PSB","CASTANHEIRAS","PREFEITO","2004","1100908","RO","1034"
"00531","1","PTB","CASTANHEIRAS","PREFEITO","2004","1100908","RO","1202"
"00558","1","PFL","VALE DO PARAISO","PREFEITO","2004","1101807","RO","2502"
"00558","1","PSDC","VALE DO PARAISO","PREFEITO","2004","1101807","RO","2727"
"00566","1","PFL","URUPA","PREFEITO","2004","1101708","RO","3716"
"00566","1","PMDB","URUPA","PREFEITO","2004","1101708","RO","1486"
"00566","1","PT","URUPA","PREFEITO","2004","1101708","RO","1533"
"00574","1","PMDB","MIRANTE DA SERRA","PREFEITO","2004","1101302","RO","2426"
"00574","1","PSDB","MIRANTE DA SERRA","PREFEITO","2004","1101302","RO","2801"
"00574","1","PT","MIRANTE DA SERRA","PREFEITO","2004","1101302","RO","1935"
"00582","1","PDT","SERINGUEIRAS","PREFEITO","2004","1101500","RO","631"
"00582","1","PPS","SERINGUEIRAS","PREFEITO","2004","1101500","RO","492"
"00582","1","PRP","SERINGUEIRAS","PREFEITO","2004","1101500","RO","356"
"00582","1","PSB","SERINGUEIRAS","PREFEITO","2004","1101500","RO","1360"
"00582","1","PSDB","SERINGUEIRAS","PREFEITO","2004","1101500","RO","1450"
"00582","1","PTB","SERINGUEIRAS","PREFEITO","2004","1101500","RO","1840"
"00590","1","PMDB","THEOBROMA","PREFEITO","2004","1101609","RO","2594"
"00590","1","PSDB","THEOBROMA","PREFEITO","2004","1101609","RO","1825"
"00590","1","PTB","THEOBROMA","PREFEITO","2004","1101609","RO","1661"
"00604","1","PT","MINISTRO ANDREAZZA","PREFEITO","2004","1101203","RO","2724"
"00604","1","PTB","MINISTRO ANDREAZZA","PREFEITO","2004","1101203","RO","2338"
"00612","1","PSDB","GOVERNADOR JORGE TEIXEIRA","PREFEITO","2004","1101005","RO","2203"
"00612","1","PT","GOVERNADOR JORGE TEIXEIRA","PREFEITO","2004","1101005","RO","1596"
"00612","1","PTB","GOVERNADOR JORGE TEIXEIRA","PREFEITO","2004","1101005","RO","3211"
"00620","1","PFL","CACAULANDIA","PREFEITO","2004","1100601","RO","2053"
"00620","1","PSDB","CACAULANDIA","PREFEITO","2004","1100601","RO","1397"
"00639","1","PDT","ALTO PARAISO","PREFEITO","2004","1100403","RO","2941"
"00639","1","PFL","ALTO PARAISO","PREFEITO","2004","1100403","RO","225"
"00639","1","PSDB","ALTO PARAISO","PREFEITO","2004","1100403","RO","4237"
"00647","1","PL","RIO CRESPO","PREFEITO","2004","1100262","RO","482"
"00647","1","PT","RIO CRESPO","PREFEITO","2004","1100262","RO","238"
"00647","1","PV","RIO CRESPO","PREFEITO","2004","1100262","RO","899"
"00655","1","PRP","CORUMBIARA","PREFEITO","2004","1100072","RO","437"
"00655","1","PSB","CORUMBIARA","PREFEITO","2004","1100072","RO","24"
"00655","1","PSDB","CORUMBIARA","PREFEITO","2004","1100072","RO","652"
"00655","1","PT","CORUMBIARA","PREFEITO","2004","1100072","RO","1285"
"00655","1","PTB","CORUMBIARA","PREFEITO","2004","1100072","RO","2269"
"00663","1","PMDB","MONTE NEGRO","PREFEITO","2004","1101401","RO","3584"
"00663","1","PSDB","MONTE NEGRO","PREFEITO","2004","1101401","RO","4004"
"00671","1","PDT","CAMPO NOVO DE RONDONIA","PREFEITO","2004","1100700","RO","206"
"00671","1","PMDB","CAMPO NOVO DE RONDONIA","PREFEITO","2004","1100700","RO","1328"
"00671","1","PSB","CAMPO NOVO DE RONDONIA","PREFEITO","2004","1100700","RO","1023"
"00671","1","PSDB","CAMPO NOVO DE RONDONIA","PREFEITO","2004","1100700","RO","2294"
"00671","1","PV","CAMPO NOVO DE RONDONIA","PREFEITO","2004","1100700","RO","31"
"00680","1","PMDB","CUJUBIM","PREFEITO","2004","1100940","RO","1660"
"00680","1","PPS","CUJUBIM","PREFEITO","2004","1100940","RO","945"
"00680","1","PT","CUJUBIM","PREFEITO","2004","1100940","RO","2303"
"00698","1","PP","VALE DO ANARI","PREFEITO","2004","1101757","RO","171"
"00698","1","PSDB","VALE DO ANARI","PREFEITO","2004","1101757","RO","1941"
"00698","1","PT","VALE DO ANARI","PREFEITO","2004","1101757","RO","2056"
"00701","1","PFL","PARECIS","PREFEITO","2004","1101450","RO","1230"
"00701","1","PMDB","PARECIS","PREFEITO","2004","1101450","RO","1267"
"00701","1","PPS","PARECIS","PREFEITO","2004","1101450","RO","69"
"00710","1","PL","SAO FELIPE D OESTE","PREFEITO","2004","1101484","RO","252"
"00710","1","PSDB","SAO FELIPE D OESTE","PREFEITO","2004","1101484","RO","767"
"00710","1","PT","SAO FELIPE D OESTE","PREFEITO","2004","1101484","RO","1011"
"00710","1","PTB","SAO FELIPE D OESTE","PREFEITO","2004","1101484","RO","1695"
"00728","1","PPS","PRIMAVERA DE RONDONIA","PREFEITO","2004","1101476","RO","1330"
"00728","1","PTB","PRIMAVERA DE RONDONIA","PREFEITO","2004","1101476","RO","1541"
"00736","1","PFL","ALTO ALEGRE DOS PARECIS","PREFEITO","2004","1100379","RO","1739"
"00736","1","PSDB","ALTO ALEGRE DOS PARECIS","PREFEITO","2004","1100379","RO","1455"
"00736","1","PT","ALTO ALEGRE DOS PARECIS","PREFEITO","2004","1100379","RO","2402"
"00744","1","PFL","NOVA UNIAO","PREFEITO","2004","1101435","RO","472"
"00744","1","PL","NOVA UNIAO","PREFEITO","2004","1101435","RO","1855"
"00744","1","PSB","NOVA UNIAO","PREFEITO","2004","1101435","RO","935"
"00744","1","PT","NOVA UNIAO","PREFEITO","2004","1101435","RO","996"
"00752","1","PMDB","TEIXEIROPOLIS","PREFEITO","2004","1101559","RO","1430"
"00752","1","PT","TEIXEIROPOLIS","PREFEITO","2004","1101559","RO","2012"
"00779","1","PSDB","BURITIS","PREFEITO","2004","1100452","RO","6704"
"00779","1","PT","BURITIS","PREFEITO","2004","1100452","RO","6930"
"00787","1","PP","PIMENTEIRAS DO OESTE","PREFEITO","2004","1101468","RO","772"
"00787","1","PSDB","PIMENTEIRAS DO OESTE","PREFEITO","2004","1101468","RO","930"
"00795","1","PMDB","SAO FRANCISCO DO GUAPORE","PREFEITO","2004","1101492","RO","3739"
"00795","1","PSDB","SAO FRANCISCO DO GUAPORE","PREFEITO","2004","1101492","RO","1497"
"00795","1","PT","SAO FRANCISCO DO GUAPORE","PREFEITO","2004","1101492","RO","1702"
"00809","1","PSB","CHUPINGUAIA","PREFEITO","2004","1100924","RO","1401"
"00809","1","PSC","CHUPINGUAIA","PREFEITO","2004","1100924","RO","67"
"00809","1","PSDB","CHUPINGUAIA","PREFEITO","2004","1100924","RO","1965"
"01007","1","PMDB","BUJARI","PREFEITO","2004","1200138","AC","1194"
"01007","1","PSDC","BUJARI","PREFEITO","2004","1200138","AC","939"
"01007","1","PT","BUJARI","PREFEITO","2004","1200138","AC","1794"
"01015","1","PC do B","CAPIXABA","PREFEITO","2004","1200179","AC","975"
"01015","1","PPS","CAPIXABA","PREFEITO","2004","1200179","AC","879"
"01015","1","PSDB","CAPIXABA","PREFEITO","2004","1200179","AC","634"
"01015","1","PTB","CAPIXABA","PREFEITO","2004","1200179","AC","1155"
"01023","1","PDT","PORTO ACRE","PREFEITO","2004","1200807","AC","165"
"01023","1","PL","PORTO ACRE","PREFEITO","2004","1200807","AC","1242"
"01023","1","PPS","PORTO ACRE","PREFEITO","2004","1200807","AC","2095"
"01023","1","PSB","PORTO ACRE","PREFEITO","2004","1200807","AC","486"
"01023","1","PT","PORTO ACRE","PREFEITO","2004","1200807","AC","1394"
"01031","1","PC do B","SANTA ROSA","PREFEITO","2004","1200435","AC","430"
"01031","1","PT","SANTA ROSA","PREFEITO","2004","1200435","AC","647"
"01040","1","PMDB","MARECHAL THAUMATURGO","PREFEITO","2004","1200351","AC","1680"
"01040","1","PT","MARECHAL THAUMATURGO","PREFEITO","2004","1200351","AC","2782"
"01058","1","PMDB","BRASILEIA","PREFEITO","2004","1200104","AC","4339"
"01058","1","PT","BRASILEIA","PREFEITO","2004","1200104","AC","5592"
"01066","1","PMDB","PORTO WALTER","PREFEITO","2004","1200393","AC","1660"
"01066","1","PT","PORTO WALTER","PREFEITO","2004","1200393","AC","1746"
"01074","1","PT","CRUZEIRO DO SUL","PREFEITO","2004","1200203","AC","9048"
"01074","1","PTB","CRUZEIRO DO SUL","PREFEITO","2004","1200203","AC","20120"
"01082","1","PP","RODRIGUES ALVES","PREFEITO","2004","1200427","AC","3277"
"01082","1","PT","RODRIGUES ALVES","PREFEITO","2004","1200427","AC","1638"
"01090","1","PC do B","MANCIO LIMA","PREFEITO","2004","1200336","AC","1881"
"01090","1","PL","MANCIO LIMA","PREFEITO","2004","1200336","AC","2327"
"01090","1","PMDB","MANCIO LIMA","PREFEITO","2004","1200336","AC","1900"
"01104","1","PMDB","JORDAO","PREFEITO","2004","1200328","AC","988"
"01104","1","PP","JORDAO","PREFEITO","2004","1200328","AC","47"
"01104","1","PT","JORDAO","PREFEITO","2004","1200328","AC","1345"
"01112","1","PDT","EPITACIOLANDIA","PREFEITO","2004","1200252","AC","1768"
"01112","1","PSB","EPITACIOLANDIA","PREFEITO","2004","1200252","AC","2844"
"01112","1","PSDB","EPITACIOLANDIA","PREFEITO","2004","1200252","AC","1029"
"01120","1","PSDB","ACRELANDIA","PREFEITO","2004","1200013","AC","2173"
"01120","1","PT","ACRELANDIA","PREFEITO","2004","1200013","AC","1090"
"01120","1","PTB","ACRELANDIA","PREFEITO","2004","1200013","AC","2060"
"01139","1","PSDB","FEIJO","PREFEITO","2004","1200302","AC","5080"
"01139","1","PT","FEIJO","PREFEITO","2004","1200302","AC","5337"
"01392","1","PP","RIO BRANCO","PREFEITO","2004","1200401","AC","12356"
"01392","1","PPS","RIO BRANCO","PREFEITO","2004","1200401","AC","58789"
"01392","1","PT","RIO BRANCO","PREFEITO","2004","1200401","AC","69732"
"01457","1","PFL","SENA MADUREIRA","PREFEITO","2004","1200500","AC","4081"
"01457","1","PL","SENA MADUREIRA","PREFEITO","2004","1200500","AC","4355"
"01457","1","PMN","SENA MADUREIRA","PREFEITO","2004","1200500","AC","3683"
"01457","1","PP","SENA MADUREIRA","PREFEITO","2004","1200500","AC","2250"
"01473","1","PC do B","TARAUACA","PREFEITO","2004","1200609","AC","3401"
"01473","1","PMDB","TARAUACA","PREFEITO","2004","1200609","AC","2575"
"01473","1","PSDB","TARAUACA","PREFEITO","2004","1200609","AC","3859"
"01473","1","PTB","TARAUACA","PREFEITO","2004","1200609","AC","2757"
"01490","1","PMDB","XAPURI","PREFEITO","2004","1200708","AC","3520"
"01490","1","PT","XAPURI","PREFEITO","2004","1200708","AC","3367"
"01511","1","PFL","PLACIDO DE CASTRO","PREFEITO","2004","1200385","AC","1005"
"01511","1","PL","PLACIDO DE CASTRO","PREFEITO","2004","1200385","AC","1978"
"01511","1","PMN","PLACIDO DE CASTRO","PREFEITO","2004","1200385","AC","1533"
"01511","1","PSB","PLACIDO DE CASTRO","PREFEITO","2004","1200385","AC","1413"
"01511","1","PT","PLACIDO DE CASTRO","PREFEITO","2004","1200385","AC","2199"
"01538","1","PPS","SENADOR GUIOMARD","PREFEITO","2004","1200450","AC","5184"
"01538","1","PT","SENADOR GUIOMARD","PREFEITO","2004","1200450","AC","4429"
"01554","1","PSDC","MANUEL URBANO","PREFEITO","2004","1200344","AC","2173"
"01554","1","PT","MANUEL URBANO","PREFEITO","2004","1200344","AC","969"
"01570","1","PPS","ASSIS BRASIL","PREFEITO","2004","1200054","AC","1369"
"01570","1","PT","ASSIS BRASIL","PREFEITO","2004","1200054","AC","1675"
"02003","1","PPS","APUI","PREFEITO","2004","1300144","AM","2548"
"02003","1","PTB","APUI","PREFEITO","2004","1300144","AM","2398"
"02011","1","PL","NOVO AYRAO","PREFEITO","2004","1303205","AM","1654"
"02011","1","PSC","NOVO AYRAO","PREFEITO","2004","1303205","AM","478"
"02011","1","PSDB","NOVO AYRAO","PREFEITO","2004","1303205","AM","2112"
"02011","1","PT","NOVO AYRAO","PREFEITO","2004","1303205","AM","135"
"02020","1","PC do B","GUAJARA","PREFEITO","2004","1301654","AM","2442"
"02020","1","PPS","GUAJARA","PREFEITO","2004","1301654","AM","2559"
"02038","1","PPS","ANORI","PREFEITO","2004","1300102","AM","2553"
"02038","1","PRTB","ANORI","PREFEITO","2004","1300102","AM","2040"
"02038","1","PTB","ANORI","PREFEITO","2004","1300102","AM","1105"
"02046","1","PDT","CAREIRO DA VARZEA","PREFEITO","2004","1301159","AM","4314"
"02046","1","PPS","CAREIRO DA VARZEA","PREFEITO","2004","1301159","AM","5024"
"02054","1","PL","ATALAIA DO NORTE","PREFEITO","2004","1300201","AM","1417"
"02054","1","PPS","ATALAIA DO NORTE","PREFEITO","2004","1300201","AM","1567"
"02070","1","PL","AUTAZES","PREFEITO","2004","1300300","AM","5115"
"02070","1","PPS","AUTAZES","PREFEITO","2004","1300300","AM","6869"
"02097","1","PL","BARCELOS","PREFEITO","2004","1300409","AM","196"
"02097","1","PMDB","BARCELOS","PREFEITO","2004","1300409","AM","2293"
"02097","1","PSDB","BARCELOS","PREFEITO","2004","1300409","AM","2489"
"02119","1","PDT","BARREIRINHA","PREFEITO","2004","1300508","AM","245"
"02119","1","PFL","BARREIRINHA","PREFEITO","2004","1300508","AM","2277"
"02119","1","PPS","BARREIRINHA","PREFEITO","2004","1300508","AM","4385"
"02119","1","PSB","BARREIRINHA","PREFEITO","2004","1300508","AM","111"
"02119","1","PT","BARREIRINHA","PREFEITO","2004","1300508","AM","3276"
"02135","1","PP","BENJAMIN CONSTANT","PREFEITO","2004","1300607","AM","5905"
"02135","1","PSDB","BENJAMIN CONSTANT","PREFEITO","2004","1300607","AM","3767"
"02151","1","PDT","BOCA DO ACRE","PREFEITO","2004","1300706","AM","107"
"02151","1","PL","BOCA DO ACRE","PREFEITO","2004","1300706","AM","5344"
"02151","1","PPS","BOCA DO ACRE","PREFEITO","2004","1300706","AM","5699"
"02178","1","PL","BORBA","PREFEITO","2004","1300805","AM","1087"
"02178","1","PMDB","BORBA","PREFEITO","2004","1300805","AM","5391"
"02178","1","PPS","BORBA","PREFEITO","2004","1300805","AM","3841"
"02178","1","PSDB","BORBA","PREFEITO","2004","1300805","AM","864"
"02194","1","PFL","CANUTAMA","PREFEITO","2004","1300904","AM","2117"
"02194","1","PPS","CANUTAMA","PREFEITO","2004","1300904","AM","1763"
"02216","1","PDT","CARAUARI","PREFEITO","2004","1301001","AM","4791"
"02216","1","PPS","CARAUARI","PREFEITO","2004","1301001","AM","4899"
"02232","1","PPS","CAREIRO","PREFEITO","2004","1301100","AM","4223"
"02232","1","PRTB","CAREIRO","PREFEITO","2004","1301100","AM","4547"
"02232","1","PSB","CAREIRO","PREFEITO","2004","1301100","AM","1667"
"02259","1","PL","COARI","PREFEITO","2004","1301209","AM","1178"
"02259","1","PMDB","COARI","PREFEITO","2004","1301209","AM","281"
"02259","1","PMN","COARI","PREFEITO","2004","1301209","AM","6022"
"02259","1","PPS","COARI","PREFEITO","2004","1301209","AM","18690"
"02259","1","PSDC","COARI","PREFEITO","2004","1301209","AM","642"
"02275","1","PPS","CODAJAS","PREFEITO","2004","1301308","AM","4484"
"02275","1","PRTB","CODAJAS","PREFEITO","2004","1301308","AM","3584"
"02275","1","PV","CODAJAS","PREFEITO","2004","1301308","AM","39"
"02291","1","PC do B","EIRUNEPE","PREFEITO","2004","1301407","AM","238"
"02291","1","PL","EIRUNEPE","PREFEITO","2004","1301407","AM","4877"
"02291","1","PPS","EIRUNEPE","PREFEITO","2004","1301407","AM","3968"
"02291","1","PRTB","EIRUNEPE","PREFEITO","2004","1301407","AM","1197"
"02313","1","PDT","ENVIRA","PREFEITO","2004","1301506","AM","3051"
"02313","1","PPS","ENVIRA","PREFEITO","2004","1301506","AM","2437"
"02330","1","PFL","FONTE BOA","PREFEITO","2004","1301605","AM","2972"
"02330","1","PP","FONTE BOA","PREFEITO","2004","1301605","AM","3015"
"02330","1","PSL","FONTE BOA","PREFEITO","2004","1301605","AM","1833"
"02356","1","PPS","HUMAITA","PREFEITO","2004","1301704","AM","6944"
"02356","1","PTB","HUMAITA","PREFEITO","2004","1301704","AM","8703"
"02372","1","PFL","SANTA ISABEL DO RIO NEGRO","PREFEITO","2004","1303601","AM","394"
"02372","1","PL","SANTA ISABEL DO RIO NEGRO","PREFEITO","2004","1303601","AM","1190"
"02372","1","PMDB","SANTA ISABEL DO RIO NEGRO","PREFEITO","2004","1303601","AM","745"
"02372","1","PPS","SANTA ISABEL DO RIO NEGRO","PREFEITO","2004","1303601","AM","999"
"02372","1","PT do B","SANTA ISABEL DO RIO NEGRO","PREFEITO","2004","1303601","AM","41"
"02399","1","PFL","IPIXUNA","PREFEITO","2004","1301803","AM","2773"
"02399","1","PTB","IPIXUNA","PREFEITO","2004","1301803","AM","2671"
"02410","1","PCO","ITACOATIARA","PREFEITO","2004","1301902","AM","445"
"02410","1","PFL","ITACOATIARA","PREFEITO","2004","1301902","AM","16335"
"02410","1","PPS","ITACOATIARA","PREFEITO","2004","1301902","AM","21033"
"02437","1","PL","ITAPIRANGA","PREFEITO","2004","1302009","AM","122"
"02437","1","PMDB","ITAPIRANGA","PREFEITO","2004","1302009","AM","350"
"02437","1","PP","ITAPIRANGA","PREFEITO","2004","1302009","AM","574"
"02437","1","PPS","ITAPIRANGA","PREFEITO","2004","1302009","AM","2018"
"02437","1","PTB","ITAPIRANGA","PREFEITO","2004","1302009","AM","994"
"02453","1","PFL","JAPURA","PREFEITO","2004","1302108","AM","710"
"02453","1","PMDB","JAPURA","PREFEITO","2004","1302108","AM","560"
"02453","1","PPS","JAPURA","PREFEITO","2004","1302108","AM","606"
"02470","1","PMDB","JURUA","PREFEITO","2004","1302207","AM","1955"
"02470","1","PSDB","JURUA","PREFEITO","2004","1302207","AM","1259"
"02496","1","PL","JUTAI","PREFEITO","2004","1302306","AM","2370"
"02496","1","PPS","JUTAI","PREFEITO","2004","1302306","AM","1131"
"02496","1","PV","JUTAI","PREFEITO","2004","1302306","AM","2546"
"02518","1","PPS","LABREA","PREFEITO","2004","1302405","AM","3260"
"02518","1","PSL","LABREA","PREFEITO","2004","1302405","AM","6405"
"02518","1","PT","LABREA","PREFEITO","2004","1302405","AM","2068"
"02534","1","PL","MANACAPURU","PREFEITO","2004","1302504","AM","5522"
"02534","1","PP","MANACAPURU","PREFEITO","2004","1302504","AM","16616"
"02534","1","PPS","MANACAPURU","PREFEITO","2004","1302504","AM","12073"
"02550","1","PC do B","MANAUS","PREFEITO","2004","1302603","AM","103333"
"02550","1","PFL","MANAUS","PREFEITO","2004","1302603","AM","326709"
"02550","1","PSB","MANAUS","PREFEITO","2004","1302603","AM","216103"
"02550","1","PSDB","MANAUS","PREFEITO","2004","1302603","AM","25001"
"02550","1","PSTU","MANAUS","PREFEITO","2004","1302603","AM","3062"
"02550","1","PV","MANAUS","PREFEITO","2004","1302603","AM","76896"
"02550","2","PFL","MANAUS","PREFEITO","2004","1302603","AM","361580"
"02550","2","PSB","MANAUS","PREFEITO","2004","1302603","AM","386767"
"02577","1","PL","MANICORE","PREFEITO","2004","1302702","AM","2433"
"02577","1","PP","MANICORE","PREFEITO","2004","1302702","AM","6098"
"02577","1","PPS","MANICORE","PREFEITO","2004","1302702","AM","5329"
"02593","1","PL","MARAA","PREFEITO","2004","1302801","AM","2039"
"02593","1","PTB","MARAA","PREFEITO","2004","1302801","AM","2280"
"02615","1","PMDB","MAUES","PREFEITO","2004","1302900","AM","7669"
"02615","1","PPS","MAUES","PREFEITO","2004","1302900","AM","10383"
"02631","1","PP","NHAMUNDA","PREFEITO","2004","1303007","AM","4157"
"02631","1","PT","NHAMUNDA","PREFEITO","2004","1303007","AM","4507"
"02658","1","PPS","NOVA OLINDA DO NORTE","PREFEITO","2004","1303106","AM","4823"
"02658","1","PRP","NOVA OLINDA DO NORTE","PREFEITO","2004","1303106","AM","3251"
"02674","1","PL","NOVO ARIPUANA","PREFEITO","2004","1303304","AM","2700"
"02674","1","PMDB","NOVO ARIPUANA","PREFEITO","2004","1303304","AM","2285"
"02674","1","PP","NOVO ARIPUANA","PREFEITO","2004","1303304","AM","2249"
"02690","1","PFL","PARINTINS","PREFEITO","2004","1303403","AM","13629"
"02690","1","PSDB","PARINTINS","PREFEITO","2004","1303403","AM","23412"
"02690","1","PT do B","PARINTINS","PREFEITO","2004","1303403","AM","761"
