UF,COD_MUN_IBGE,SIGLA_PARTIDO,QTDE_VOTOS_2000,vote_pct_2000,rank_2000,win_margin_2000,Incumbent_2000,vote_pct_2004
CE,2310902,PMDB,3277,0.43745828327326125,2,-0.12508343345347755,0,0.4606860780384298
CE,2310951,PSDB,3558,0.6579142011834319,1,0.3158284023668639,1,0.5600827300930713
CE,2310951,PPS,1850,0.34208579881656803,2,-0.3158284023668639,0,NA
CE,2311009,PSDB,3937,0.6506362584696744,1,0.30127251693934887,1,0.6553360894196907
CE,2311009,PSD,2114,0.34936374153032557,2,-0.30127251693934887,0,NA
CE,2311108,PSD,4773,0.5581150608044901,1,0.11623012160898033,1,NA
CE,2311108,PSDB,3779,0.4418849391955098,2,-0.11623012160898033,0,0.8335406536243356
CE,2311207,PTB,2371,0.5519087523277467,1,0.1843575418994413,1,NA
CE,2311207,PSD,1579,0.3675512104283054,2,-0.1843575418994413,0,NA
CE,2311207,PMN,346,0.08054003724394786,3,-0.47136871508379885,0,NA
CE,2311231,PSD,1749,0.5426621160409556,1,0.08532423208191126,1,NA
CE,2311231,PPS,1474,0.45733788395904434,2,-0.08532423208191126,0,0.23916045291355978
CE,2311264,PSDB,6190,0.6162883313420948,1,0.23815213062524893,1,0.4104284976768198
CE,2311264,PFL,3798,0.3781362007168459,2,-0.23815213062524893,0,NA
CE,2311264,PT,56,0.005575467941059339,3,-0.6107128634010355,0,NA
CE,2311306,PT,10942,0.6366439750974574,1,0.2990632454762321,1,0.5598557358856985
CE,2311306,PSDB,5802,0.3375807296212253,2,-0.2990632454762321,0,0.43343043417949784
CE,2311306,PL,443,0.025775295281317275,3,-0.6108686798161401,0,NA
CE,2311355,PSDB,5299,0.6004532577903683,1,0.20090651558073658,1,0.5403505297554213
CE,2311355,PT,3526,0.3995467422096317,2,-0.20090651558073658,0,0.4596494702445787
CE,2311405,PSDB,19961,0.6734026044126578,1,0.34680520882531546,1,0.5760058737151248
CE,2311405,PDT,9681,0.3265973955873423,2,-0.34680520882531546,0,NA
CE,2311504,PSDB,5372,0.5852489377927879,1,0.294476522497004,1,0.46430827542640557
CE,2311504,PFL,2669,0.29077241529578385,2,-0.294476522497004,0,NA
CE,2311504,PPB,1138,0.12397864691142826,3,-0.4612702908813596,0,NA
CE,2311603,PSD,7480,0.5771604938271605,1,0.154320987654321,1,NA
CE,2311603,PTB,5480,0.4228395061728395,2,-0.154320987654321,0,NA
CE,2311702,PSDB,5029,0.5267623337173981,1,0.053524667434796225,1,NA
CE,2311702,PMDB,4518,0.4732376662826019,2,-0.053524667434796225,0,NA
CE,2311801,PSD,15679,0.5519608533408434,1,0.22776878124339922,1,NA
CE,2311801,PFL,9209,0.3241920720974442,2,-0.22776878124339922,0,NA
CE,2311801,PSDB,2085,0.07339998591846793,3,-0.4785608674223755,0,0.44076784074414194
CE,2311801,PV,1433,0.05044708864324438,4,-0.501513764697599,0,NA
CE,2311900,PSD,5242,0.6040562341553354,1,0.2081124683106707,1,NA
CE,2311900,PSDB,3436,0.3959437658446647,2,-0.2081124683106707,0,NA
CE,2311959,PPB,3147,0.5281973816717019,1,0.056394763343403875,1,NA
CE,2311959,PSDB,2811,0.47180261832829806,2,-0.056394763343403875,0,0.4575852198803019
CE,2312007,PSB,8761,0.5455168119551681,1,0.0910336239103362,1,NA
CE,2312007,PMDB,7299,0.4544831880448319,2,-0.0910336239103362,0,NA
CE,2312106,PSDB,4727,0.5931735474965492,1,0.18634709499309826,1,0.5115810674723061
CE,2312106,PSD,3242,0.4068264525034509,2,-0.18634709499309826,0,NA
CE,2312205,PSDB,11302,0.5467563252866334,1,0.09351265057326685,1,0.49879663056558365
CE,2312205,PTB,9369,0.4532436747133666,2,-0.09351265057326685,0,NA
CE,2312304,PSDB,10567,0.5137592376507195,1,0.02853947880202251,1,0.33120404965650235
CE,2312304,PPB,9980,0.485219758848697,2,-0.02853947880202251,0,NA
CE,2312304,PSC,21,0.0010210035005834305,3,-0.5127382341501361,0,NA
CE,2312403,PSDB,10070,0.5401780924793477,1,0.15239781139362724,1,0.5483955582757716
CE,2312403,PPB,7229,0.38778028108572044,2,-0.15239781139362724,0,NA
CE,2312403,PSDC,696,0.037335049887351146,3,-0.5028430425919965,0,NA
CE,2312403,PDT,417,0.02236884454457676,4,-0.5178092479347709,0,NA
CE,2312403,PL,230,0.01233773200300397,5,-0.5278403604763438,0,NA
CE,2312502,PSDB,2932,0.5024850042844902,1,0.004970008568980333,1,NA
CE,2312502,PPS,2903,0.49751499571550983,2,-0.004970008568980333,0,0.5351470356974367
CE,2312601,PSDB,4235,0.5477237454733574,1,0.0954474909467149,1,0.44452271926734765
CE,2312601,PSD,3497,0.45227625452664255,2,-0.0954474909467149,0,NA
CE,2312700,PSD,7523,0.5883779133427186,1,0.21062099170968246,1,NA
CE,2312700,PMDB,4830,0.37775692163303615,2,-0.21062099170968246,0,NA
CE,2312700,PT,433,0.03386516502424527,3,-0.5545127483184733,0,0.5033071517155849
CE,2312809,PSDB,1568,0.45278660121282127,1,0.061218596592549857,1,NA
CE,2312809,PL,1356,0.3915680046202714,2,-0.061218596592549857,0,0.5026416906820365
CE,2312809,PMDB,539,0.1556453941669073,3,-0.29714120704591396,0,NA
CE,2312908,PPS,7248,0.6711732567830355,1,0.342346513566071,1,0.5340902213776492
CE,2312908,PFL,3551,0.32882674321696453,2,-0.342346513566071,0,NA
CE,2313005,PSDB,5473,0.5808129045951396,1,0.16162580919027913,1,0.4794350605973852
CE,2313005,PMDB,3950,0.41918709540486043,2,-0.16162580919027913,0,NA
CE,2313104,PPS,8768,0.5358430605634663,1,0.07168612112693268,1,0.44091303091592027
CE,2313104,PMDB,7595,0.46415693943653363,2,-0.07168612112693268,0,0.5293267841664259
CE,2313203,PFL,8552,0.5967483078640708,1,0.19349661572814175,1,NA
CE,2313203,PSDB,5779,0.4032516921359291,2,-0.19349661572814175,0,0.49938932394568575
CE,2313252,PPS,2936,0.6639529624604251,1,0.32790592492085024,1,NA
CE,2313252,PSDB,1486,0.3360470375395749,2,-0.32790592492085024,0,0.6301172598230816
CE,2313302,PMDB,13536,0.5375694996028594,1,0.16640190627482127,1,0.5449147230561145
CE,2313302,PPB,9346,0.3711675933280381,2,-0.16640190627482127,0,NA
CE,2313302,PMN,2298,0.09126290706910246,3,-0.44630659253375693,0,NA
CE,2313351,PSDB,4671,0.6521921251047194,1,0.3043842502094387,1,0.502147766323024
CE,2313351,PPS,2491,0.34780787489528064,2,-0.3043842502094387,0,0.49785223367697595
CE,2313401,PSDB,13946,0.5357664233576642,1,0.08259700345754895,1,0.5980291124565246
CE,2313401,PSD,11796,0.4531694199001153,2,-0.08259700345754895,0,NA
CE,2313401,PMDB,288,0.011064156742220515,3,-0.5247022666154437,0,NA
CE,2313500,PSDB,11746,0.6505316792202038,1,0.30106335844040766,1,0.43424827479258743
CE,2313500,PPS,6310,0.34946832077979617,2,-0.30106335844040766,0,0.5253547336589904
CE,2313559,PSD,4105,0.5790661588376358,1,0.15813231767527158,1,NA
CE,2313559,PTB,2984,0.4209338411623642,2,-0.15813231767527158,0,NA
CE,2313609,PFL,5705,0.4199175621963786,1,0.12211099661416164,1,NA
CE,2313609,PMN,4046,0.29780656558221696,2,-0.12211099661416164,0,NA
CE,2313609,PPS,3835,0.2822758722214044,3,-0.13764168997497422,0,0.5817029998136761
CE,2313708,PSDB,2951,0.7767833640431693,1,0.5535667280863386,1,0.48666375163970266
CE,2313708,PT,848,0.22321663595683075,2,-0.5535667280863386,0,0.5133362483602973
CE,2313757,PSD,6022,0.6943387524501325,1,0.38867750490026515,1,NA
CE,2313757,PSDB,2651,0.3056612475498674,2,-0.38867750490026515,0,0.60612372422412
CE,2313807,PSDB,5358,0.5067625082757968,1,0.01352501655159366,1,NA
CE,2313807,PSD,5215,0.49323749172420317,2,-0.01352501655159366,0,NA
CE,2313906,PPS,3698,0.5548387096774193,1,0.10967741935483866,1,0.6923076923076923
CE,2313906,PSDB,2967,0.44516129032258067,2,-0.10967741935483866,0,NA
CE,2313955,PPS,3152,0.4062902810002578,1,0.0461459138953339,1,0.5088732093222151
CE,2313955,PMDB,2794,0.3601443671049239,2,-0.0461459138953339,0,0.4911267906777849
CE,2313955,PSDB,1745,0.22492910543954628,3,-0.18136117556071155,0,NA
CE,2313955,PTB,67,0.008636246455271977,4,-0.3976540345449858,0,NA
CE,2314003,PPB,10731,0.5381644934804414,1,0.0763289869608827,1,NA
CE,2314003,PSDB,9209,0.4618355065195587,2,-0.0763289869608827,0,0.4738633714152483
CE,2314102,PSDB,14297,0.6151628587410181,1,0.23032571748203606,1,0.6706790123456791
CE,2314102,PFL,8944,0.384837141258982,2,-0.23032571748203606,0,NA
RN,2400109,PFL,3482,0.5229798738359868,1,0.05602282967858213,1,NA
RN,2400109,PMDB,3109,0.46695704415740463,2,-0.05602282967858213,0,NA
RN,2400109,PT,67,0.010063082006608591,3,-0.5129167918293782,0,NA
RN,2400208,PPB,11648,0.45943280874058295,1,0.17532441920088349,1,NA
RN,2400208,PFL,7203,0.28410838953969947,2,-0.17532441920088349,0,0.1008024428348246
RN,2400208,PDT,6427,0.2535005719244271,3,-0.20593223681615586,0,NA
RN,2400208,PSTU,75,0.002958229795290498,4,-0.4564745789452925,0,NA
RN,2400307,PFL,3328,0.5201625507971241,1,0.040325101594248236,1,0.4105691056910569
RN,2400307,PPB,3070,0.4798374492028759,2,-0.040325101594248236,0,NA
RN,2400406,PMDB,1047,0.6380255941499086,1,0.2760511882998172,1,0.7198679141441937
RN,2400406,PPB,594,0.3619744058500914,2,-0.2760511882998172,0,NA
RN,2400505,PMDB,5280,0.6603301650825413,1,0.32066033016508255,1,NA
RN,2400505,PFL,2716,0.3396698349174587,2,-0.32066033016508255,0,0.4089261157644706
RN,2400604,PSD,1702,0.4726464870869203,1,0.07720077756178839,1,NA
RN,2400604,PPS,1424,0.3954457095251319,2,-0.07720077756178839,0,NA
RN,2400604,PSDB,470,0.13051930019439045,3,-0.34212718689252986,0,NA
RN,2400604,PT,5,0.0013885031935573452,4,-0.471257983893363,0,NA
RN,2400703,PFL,3679,0.5752931978107897,1,0.15058639562157938,1,0.6425148012404849
RN,2400703,PMDB,2716,0.4247068021892103,2,-0.15058639562157938,0,NA
RN,2400802,PMDB,4508,0.5965330157469896,1,0.20788672753738258,1,0.38964112002103324
RN,2400802,PTB,2937,0.388646288209607,2,-0.20788672753738258,0,0.1660312869725253
RN,2400802,PT,112,0.014820696043403468,3,-0.5817123197035862,0,NA
RN,2400901,PDT,2870,0.6202723146747352,1,0.24054462934947046,1,NA
RN,2400901,PFL,1757,0.37972768532526474,2,-0.24054462934947046,0,NA
RN,2401008,PMDB,9338,0.4979735494880546,1,0.005279436860068265,1,0.5147408464098906
RN,2401008,PSDB,9239,0.49269411262798635,2,-0.005279436860068265,0,NA
RN,2401008,PT,175,0.009332337883959044,3,-0.48864121160409557,0,0.01792677127912506
RN,2401107,PMDB,7961,0.5208033494701033,1,0.04664398796284175,1,NA
RN,2401107,PFL,7248,0.47415936150726157,2,-0.04664398796284175,0,NA
RN,2401107,PT,77,0.005037289022635091,3,-0.5157660604474682,0,NA
RN,2401206,PMDB,4842,0.6741854636591479,1,0.3483709273182958,1,NA
RN,2401206,PSB,2340,0.3258145363408521,2,-0.3483709273182958,0,0.5874306839186691
RN,2401305,PMDB,3387,0.5745547073791348,1,0.14910941475826966,1,0.552213216957606
RN,2401305,PPS,2508,0.42544529262086517,2,-0.14910941475826966,0,0.447786783042394
RN,2401404,PSDB,2715,0.5434347477982386,1,0.08686949559647722,1,0.328560803272592
RN,2401404,PMDB,2281,0.4565652522017614,2,-0.08686949559647722,0,0.3936407586463369
RN,2401453,PMDB,5775,0.5709907059521455,1,0.14198141190429103,1,NA
RN,2401453,PFL,4339,0.4290092940478545,2,-0.14198141190429103,0,0.49085730037673436
RN,2401503,PPB,1362,0.5093492894540015,1,0.018698578908002972,1,NA
RN,2401503,PFL,1312,0.4906507105459985,2,-0.018698578908002972,0,0.3656786271450858
RN,2401602,PFL,1781,0.5806977502445386,1,0.16139550048907725,1,NA
RN,2401602,PPB,1286,0.4193022497554614,2,-0.16139550048907725,0,NA
RN,2401651,PPB,984,0.5764499121265377,1,0.15289982425307552,1,NA
RN,2401651,PMDB,723,0.4235500878734622,2,-0.15289982425307552,0,NA
RN,2401701,PPS,2177,0.44932920536635707,1,0.11620227038183695,1,NA
RN,2401701,PMDB,1614,0.3331269349845201,2,-0.11620227038183695,0,NA
RN,2401701,PSB,1054,0.21754385964912282,3,-0.23178534571723425,0,0.009103169251517195
RN,2401800,PMDB,4095,0.7723500565824217,1,0.5447001131648435,1,0.64
RN,2401800,PSD,1207,0.22764994341757827,2,-0.5447001131648435,0,NA
RN,2401859,PPB,1879,0.5301918735891648,1,0.06038374717832956,1,NA
RN,2401859,PMDB,1665,0.4698081264108352,2,-0.06038374717832956,0,NA
RN,2401909,PFL,1225,0.6327479338842975,1,0.2696280991735537,1,NA
RN,2401909,PPB,703,0.3631198347107438,2,-0.2696280991735537,0,NA
RN,2401909,PT,8,0.004132231404958678,3,-0.6286157024793388,0,NA
RN,2402006,PPB,16098,0.5095593821220562,1,0.042542415801468725,1,NA
RN,2402006,PL,14754,0.4670169663205875,2,-0.042542415801468725,0,0.46717932224203973
RN,2402006,PDT,740,0.023423651557356293,3,-0.4861357305646999,0,0.3537031080962545
RN,2402105,PFL,3053,0.6013393736458539,1,0.2026787472917077,1,0.3870702418160882
RN,2402105,PMDB,2024,0.3986606263541462,2,-0.2026787472917077,0,NA
RN,2402204,PDT,9833,0.7402695174282918,1,0.49281035910562376,1,0.6360238215914851
RN,2402204,PMDB,3287,0.24745915832266807,2,-0.49281035910562376,0,NA
RN,2402204,PT,163,0.012271324249040127,3,-0.7279981931792517,0,NA
RN,2402303,PMDB,5392,0.45536694535934463,1,0.17895448019592936,1,0.42619431025228127
RN,2402303,PSDB,3273,0.2764124651634153,2,-0.17895448019592936,0,NA
RN,2402303,PL,3176,0.2682205894772401,3,-0.18714635588210454,0,0.5369220151828847
RN,2402402,PMDB,2260,0.5443159922928709,1,0.08863198458574179,1,0.5433403805496829
RN,2402402,PFL,1892,0.4556840077071291,2,-0.08863198458574179,0,NA
RN,2402501,PDT,2085,0.3797122564195957,1,0.07193589510107451,1,NA
RN,2402501,PSB,1690,0.3077763613185212,2,-0.07193589510107451,0,0.4944677033492823
RN,2402501,PMDB,1674,0.3048625022764524,3,-0.07484975414314332,0,0.5055322966507177
RN,2402501,PPS,42,0.007648879985430705,4,-0.37206337643416504,0,NA
RN,2402600,PSDB,11497,0.394570663738074,1,0.014070972613082544,1,0.4953841289914638
RN,2402600,PMDB,11087,0.38049969112499143,2,-0.014070972613082544,0,NA
RN,2402600,PDT,6554,0.2249296451369346,3,-0.1696410186011394,0,NA
RN,2402709,PMDB,2851,0.5312092416620086,1,0.22973728339854665,1,0.5698686231018597
RN,2402709,PPB,1618,0.3014719582634619,2,-0.22973728339854665,0,NA
RN,2402709,PSB,898,0.16731880007452954,3,-0.363890441587479,0,0.43013137689814024
RN,2402808,PFL,1585,0.5363790186125211,1,0.07275803722504226,1,NA
RN,2402808,PPB,1370,0.46362098138747887,2,-0.07275803722504226,0,NA
RN,2402907,PL,1554,0.5753424657534246,1,0.1536467974824139,1,NA
RN,2402907,PPB,1139,0.42169566827101074,2,-0.1536467974824139,0,NA
RN,2402907,PFL,8,0.002961865975564606,3,-0.57238059977786,0,NA
RN,2403004,PMDB,3015,0.5581266197704554,1,0.11625323954091082,1,0.5460300235123893
RN,2403004,PSB,2387,0.4418733802295446,2,-0.11625323954091082,0,NA
RN,2403103,PFL,13901,0.6410717579782328,1,0.30035971223021585,1,0.3424890920423852
RN,2403103,PMDB,7388,0.34071204574801695,2,-0.30035971223021585,0,0.2400997298981924
RN,2403103,PT,395,0.01821619627375023,3,-0.6228555617044825,0,NA
RN,2403202,PPB,2080,0.553044403084286,1,0.10608880616857214,1,NA
RN,2403202,PFL,1681,0.4469555969157139,2,-0.10608880616857214,0,0.3491439148542341
RN,2403251,PMDB,28574,0.6106729926695305,1,0.258660853582954,1,NA
RN,2403251,PFL,16471,0.35201213908657647,2,-0.258660853582954,0,0.162604082728982
RN,2403251,PT,1746,0.03731486824389306,3,-0.5733581244256374,0,0.08445809830781628
RN,2403301,PPB,2208,0.7682672233820459,1,0.5365344467640918,1,NA
RN,2403301,PMDB,666,0.23173277661795408,2,-0.5365344467640918,0,NA
RN,2403400,PPB,2027,0.6291123525760397,1,0.29764121663563003,1,NA
RN,2403400,PSB,1068,0.33147113594040967,2,-0.29764121663563003,0,NA
RN,2403400,PT,127,0.03941651148355059,3,-0.5896958410924891,0,NA
RN,2403509,PFL,2621,0.570278503046127,1,0.14055700609225413,1,0.49474868717179293
RN,2403509,PMDB,1975,0.4297214969538729,2,-0.14055700609225413,0,0.4934358589647412
RN,2403608,PSDB,4819,0.39737775212336107,1,0.06687556691679719,1,0.5373565461784683
RN,2403608,PPB,4008,0.3305021852065639,2,-0.06687556691679719,0,NA
RN,2403608,PMDB,1476,0.12171188257606992,3,-0.27566586954729116,0,NA
RN,2403608,PSD,1024,0.0844396800527748,4,-0.31293807207058627,0,NA
RN,2403608,PAN,690,0.05689783128556115,5,-0.34047992083779993,0,0.06589117027090327
RN,2403608,PTN,110,0.009070668755669168,6,-0.38830708336769193,0,NA
RN,2403707,PMDB,2431,0.5348734873487349,1,0.06974697469746971,1,0.5208804772680519
RN,2403707,PFL,2114,0.46512651265126514,2,-0.06974697469746971,0,NA
RN,2403756,PMDB,1130,0.6137968495382944,1,0.2509505703422053,1,0.47395609126130006
RN,2403756,PSDB,668,0.3628462791960891,2,-0.2509505703422053,0,NA
RN,2403756,PT,43,0.023356871265616513,3,-0.5904399782726779,0,NA
RN,2403806,PFL,3035,0.517741385192767,1,0.03548277038553399,1,0.46014319809069215
RN,2403806,PMDB,2827,0.48225861480723303,2,-0.03548277038553399,0,NA
RN,2403905,PL,1044,0.5080291970802919,1,0.01605839416058391,1,NA
RN,2403905,PPB,1011,0.491970802919708,2,-0.01605839416058391,0,NA
RN,2404002,PPB,1475,0.5044459644322845,1,0.008891928864569076,1,NA
RN,2404002,PFL,1449,0.49555403556771543,2,-0.008891928864569076,0,NA
RN,2404101,PFL,648,0.5816876122082585,1,0.16337522441651703,1,0.47424322889006904
RN,2404101,PMDB,466,0.41831238779174146,2,-0.16337522441651703,0,NA
RN,2404200,PMDB,5908,0.5613301662707838,1,0.12266033254156766,1,0.5735806207418622
RN,2404200,PFL,4617,0.43866983372921614,2,-0.12266033254156766,0,NA
RN,2404309,PMDB,4288,0.624526653073114,1,0.3100786484124673,1,0.6343497199751089
RN,2404309,PDT,2159,0.31444800466064665,2,-0.3100786484124673,0,NA
RN,2404309,PSDB,419,0.061025342266239443,3,-0.5635013108068745,0,NA
RN,2404408,PT,1868,0.3677889348296909,1,0.018901358535144686,1,0.49747389693499494
RN,2404408,PPS,1772,0.3488875762945462,2,-0.018901358535144686,0,0.502526103065005
RN,2404408,PMDB,897,0.1766095688127584,3,-0.19117936601693247,0,NA
RN,2404408,PFL,542,0.10671392006300452,4,-0.2610750147666864,0,NA
RN,2404507,PFL,3736,0.5255310170206781,1,0.051062034041356064,1,NA
RN,2404507,PMDB,3373,0.474468982979322,2,-0.051062034041356064,0,0.5484669324900316
RN,2404606,PMDB,3775,0.7509448975532127,1,0.5036801273125124,1,0.5378556910569106
RN,2404606,PSB,1243,0.24726477024070023,2,-0.5036801273125124,0,0.46214430894308944
RN,2404606,PSD,9,0.0017903322060871295,3,-0.7491545653471255,0,NA
RN,2404705,PPB,3172,0.4429548945677978,1,0.01564027370478982,1,NA
RN,2404705,PL,3060,0.427314620863008,2,-0.01564027370478982,0,NA
RN,2404705,PFL,929,0.12973048456919425,3,-0.31322440999860357,0,0.4577588093674765
RN,2404804,PPS,804,0.5706174591909156,1,0.1412349183818311,1,NA
RN,2404804,PFL,605,0.42938254080908445,2,-0.1412349183818311,0,0.4201954397394137
RN,2404853,PFL,2449,0.6089010442565888,1,0.2178020885131775,1,0.7083786724700761
RN,2404853,PPB,1573,0.39109895574341125,2,-0.2178020885131775,0,NA
RN,2404903,PMDB,1795,0.5036475869809203,1,0.007295173961840595,1,NA
RN,2404903,PFL,1769,0.4963524130190797,2,-0.007295173961840595,0,0.566622864651774
RN,2405009,PSB,2027,0.5229618163054696,1,0.045923632610939125,1,0.6310792033348772
RN,2405009,PPB,1849,0.47703818369453044,2,-0.045923632610939125,0,NA
RN,2405108,PFL,1676,0.4193144858643983,1,0.1103327495621716,1,NA
RN,2405108,PMDB,1235,0.3089817363022267,2,-0.1103327495621716,0,0.42120343839541546
RN,2405108,PPS,1086,0.271703777833375,3,-0.14761070803102327,0,NA
RN,2405207,PSDB,1740,0.4662379421221865,1,0.056538049303322624,1,0.4047302684028701
RN,2405207,PMDB,1529,0.4096998928188639,2,-0.056538049303322624,0,NA
RN,2405207,PPS,463,0.12406216505894962,3,-0.3421757770632369,0,NA
RN,2405306,PPB,2512,0.5859575460695124,1,0.17191509213902495,1,NA
RN,2405306,PPS,1775,0.4140424539304875,2,-0.17191509213902495,0,NA
RN,2405405,PSDB,1984,0.505091649694501,1,0.010183299389002087,1,0.4510972636141967
RN,2405405,PPB,1944,0.49490835030549896,2,-0.010183299389002087,0,NA
RN,2405504,PPS,1046,0.5725232621784346,1,0.1450465243568692,1,0.4644808743169399
RN,2405504,PPB,781,0.4274767378215654,2,-0.1450465243568692,0,NA
RN,2405603,PFL,3626,0.49576155318567133,1,5.468963631392043e-4,1,NA
RN,2405603,PSB,3622,0.49521465682253213,2,-5.468963631392043e-4,0,NA
RN,2405603,PT,66,0.009023789991796555,3,-0.4867377631938748,0,0.022412579206758976
RN,2405702,PPS,4010,0.5291633676431776,1,0.058326735286355236,1,NA
RN,2405702,PFL,3568,0.4708366323568224,2,-0.058326735286355236,0,0.5571687840290381
RN,2405801,PFL,10421,0.6394820814923907,1,0.30424644084437896,1,0.4943424120088702
RN,2405801,PMDB,5463,0.33523564064801176,2,-0.30424644084437896,0,NA
RN,2405801,PPS,412,0.025282277859597448,3,-0.6141998036327933,0,NA
RN,2405900,PPB,1718,1,1,NA,1,NA
RN,2406007,PMDB,3228,1,1,NA,1,NA
RN,2406106,PPB,5771,0.54040640509411,1,0.0808128101882199,1,NA
RN,2406106,PL,4908,0.4595935949058901,2,-0.0808128101882199,0,NA
RN,2406155,PPB,1039,0.5503177966101694,1,0.10063559322033894,1,NA
RN,2406155,PMDB,849,0.4496822033898305,2,-0.10063559322033894,0,0.46677951756242064
RN,2406205,PMDB,2151,0.6647095179233622,1,0.3294190358467244,1,0.5144889357218124
RN,2406205,PL,1085,0.3352904820766378,2,-0.3294190358467244,0,NA
RN,2406304,PMDB,2433,0.6642096642096642,1,0.3284193284193284,1,0.4979089219330855
RN,2406304,PFL,1230,0.3357903357903358,2,-0.3284193284193284,0,0.5020910780669146
RN,2406403,PMDB,1046,0.5584623598505072,1,0.11692471970101437,1,NA
RN,2406403,PFL,827,0.4415376401494928,2,-0.11692471970101437,0,NA
RN,2406502,PMDB,3791,0.5025185577942736,1,0.005037115588547136,1,0.40191961607678467
RN,2406502,PFL,3753,0.49748144220572643,2,-0.005037115588547136,0,0.5980803839232154
RN,2406601,PFL,2613,0.5461956521739131,1,0.09239130434782611,1,NA
RN,2406601,PMDB,2171,0.453804347826087,2,-0.09239130434782611,0,0.49207237455698566
RN,2406700,PMDB,5042,0.8526974463047522,1,0.74598342634872306,1,NA
RN,2406700,PT,631,0.10671401995602908,2,-0.74598342634872306,0,0.03711148909850008
RN,2406700,PFL,234,0.0395738203957382,3,-0.813123625909014,0,NA
RN,2406700,PPS,6,0.0010147133434804667,4,-0.8516827329612717,0,NA
RN,2406809,PMDB,1420,0.47523427041499333,1,0.16465863453815266,1,NA
RN,2406809,PPS,928,0.31057563587684067,2,-0.16465863453815266,0,NA
RN,2406809,PFL,573,0.19176706827309237,3,-0.28346720214190096,0,NA
RN,2406809,PT,67,0.02242302543507363,4,-0.4528112449799197,0,NA
RN,2406908,PSB,1176,0.5839126117179742,1,0.16782522343594836,1,0.563169164882227
RN,2406908,PMDB,838,0.4160873882820258,2,-0.16782522343594836,0,NA
RN,2407005,PL,3064,0.5328695652173913,1,0.06573913043478258,1,NA
RN,2407005,PMDB,2686,0.4671304347826087,2,-0.06573913043478258,0,0.11241760199536789
RN,2407104,PDT,11784,0.46094269509094465,1,0.027850576960688433,1,NA
RN,2407104,PMDB,11072,0.4330921181302562,2,-0.027850576960688433,0,0.45588235294117646
RN,2407104,PL,1911,0.07475063563465675,3,-0.3861920594562879,0,NA
RN,2407104,PFL,798,0.031214551144142382,4,-0.42972814394680225,0,NA
RN,2407203,PMDB,9317,0.5767611737031076,1,0.2479262102265693,1,NA
RN,2407203,PFL,5312,0.32883496347653834,2,-0.2479262102265693,0,0.0013629920401264856
RN,2407203,PMN,862,0.053361396558128014,3,-0.5233997771449796,0,NA
RN,2407203,PSDC,415,0.025690231521604556,4,-0.5510709421815031,0,NA
RN,2407203,PT,248,0.015352234740621518,5,-0.5614089389624861,0,NA
RN,2407252,PL,1643,1,1,NA,1,NA
RN,2407302,PL,2798,0.5468047684189955,1,0.093609536837991,1,0.5421756835369401
RN,2407302,PPB,2319,0.4531952315810045,2,-0.093609536837991,0,NA
RN,2407401,PFL,2489,0.5564498099709367,1,0.11289961994187347,1,0.5203171456888008
RN,2407401,PMDB,1984,0.44355019002906326,2,-0.11289961994187347,0,NA
RN,2407500,PSDB,2368,0.405201916495551,1,0.067419575633128,1,0.49581589958158995
RN,2407500,PMDB,1974,0.337782340862423,2,-0.067419575633128,0,NA
RN,2407500,PPB,635,0.10865845311430528,3,-0.2965434633812457,0,NA
RN,2407500,PPS,518,0.08863791923340178,4,-0.31656399726214923,0,NA
RN,2407500,PSD,349,0.05971937029431896,5,-0.34548254620123203,0,NA
RN,2407609,PMDB,1348,0.5222781867493219,1,0.044556373498643886,1,0.4433734939759036
RN,2407609,PFL,1233,0.47772181325067803,2,-0.044556373498643886,0,NA
RN,2407708,PFL,2972,0.5261108160736414,1,0.05222163214728276,1,0.5610104861773118
RN,2407708,PMDB,2677,0.47388918392635865,2,-0.05222163214728276,0,0.040673657451541154
RN,2407807,PMDB,4210,0.5010115434963703,1,0.016541711293585615,1,NA
RN,2407807,PL,4071,0.4844698322027847,2,-0.016541711293585615,0,NA
RN,2407807,PDT,122,0.014518624300844937,3,-0.4864929191955254,0,NA
RN,2407906,PPB,1277,1,1,NA,1,NA
RN,2408003,PFL,57369,0.5485971656434678,1,0.14189951613211704,1,0.4906328641998322
RN,2408003,PMDB,42530,0.4066976495113508,2,-0.14189951613211704,0,0.2945119006261704
RN,2408003,PT,4447,0.04252491058963031,3,-0.5060722550538376,0,0.034731695743905645
RN,2408003,PMN,228,0.002180274255551093,4,-0.5464168913879167,0,NA
RN,2408102,PSB,178016,0.5771439131379218,1,0.2833132864094825,1,0.37303273357901584
RN,2408102,PT,90630,0.2938306267284393,2,-0.2833132864094825,0,0.0740597225233037
RN,2408102,PSDB,33995,0.11021485331163294,3,-0.46692905982628885,0,0.30458215911554304
RN,2408102,PSTU,1422,0.004610252137347905,4,-0.5725336610005739,0,0.007321699544764795
RN,2408102,PTN,1286,0.00416932788229916,5,-0.5729745852556226,0,NA
RN,2408102,PSC,1123,0.003640867194262797,6,-0.573503045943659,0,NA
RN,2408102,PSDC,1065,0.00345282596784495,7,-0.5736910871700769,0,NA
RN,2408102,PGT,906,0.002937333640251197,8,-0.5742065794976706,0,NA
RN,2408201,PPB,2797,0.3250058099000697,1,0.013827562165930729,1,NA
