"","UF","COD_MUN_IBGE","SIGLA_PARTIDO","QTDE_VOTOS_2000","vote_pct_2000","rank_2000","win_margin_2000","Incumbent_2000","vote_pct_2004","NOME","POP_201","IDHM_10","PIB_PER"
"1","RO",1100015,"PPB",5452,0.409463011641006,1,0.0239579421704844,1,NA,"ALTA FLORESTA D OESTE",24069,0.641,13744
"2","RO",1100015,"PTB",5133,0.385505069470522,2,-0.0239579421704844,0,NA,"ALTA FLORESTA D OESTE",24069,0.641,13744
"3","RO",1100015,"PT",1655,0.124295906871949,3,-0.285167104769057,0,NA,"ALTA FLORESTA D OESTE",24069,0.641,13744
"4","RO",1100015,"PMDB",1075,0.0807360120165227,4,-0.328726999624484,0,NA,"ALTA FLORESTA D OESTE",24069,0.641,13744
"5","RO",1100023,"PPB",16898,0.504432968148303,1,0.289232514403415,1,NA,"ARIQUEMES",92747,0.702,14315
"6","RO",1100023,"PTB",7209,0.215200453744888,2,-0.289232514403415,0,0.438640747885443,"ARIQUEMES",92747,0.702,14315
"7","RO",1100023,"PT",3581,0.10689871339443,3,-0.397534254753873,0,NA,"ARIQUEMES",92747,0.702,14315
"8","RO",1100023,"PPS",3392,0.101256753932953,4,-0.40317621421535,0,NA,"ARIQUEMES",92747,0.702,14315
"9","RO",1100023,"PFL",2419,0.0722111107794263,5,-0.432221857368877,0,NA,"ARIQUEMES",92747,0.702,14315
"10","RO",1100031,"PFL",2176,0.549078980570275,1,0.22735301539238,1,NA,"CABIXI",6132,0.65,15755
"11","RO",1100031,"PDT",1275,0.321725965177896,2,-0.22735301539238,0,0.529748908296943,"CABIXI",6132,0.65,15755
"12","RO",1100031,"PT",512,0.129195054251829,3,-0.419883926318446,0,0.470251091703057,"CABIXI",6132,0.65,15755
"13","RO",1100049,"PMDB",16686,0.520331794935762,1,0.266153174504179,1,0.607222881244234,"CACOAL",79330,0.718,14865
"14","RO",1100049,"PT",8151,0.254178620431583,2,-0.266153174504179,0,NA,"CACOAL",79330,0.718,14865
"15","RO",1100049,"PPS",7231,0.225489584632656,3,-0.294842210303106,0,NA,"CACOAL",79330,0.718,14865
"16","RO",1100056,"PTB",2440,0.238864415075869,1,0.0309348996573666,1,NA,"CEREJEIRAS",16852,0.692,15997
"17","RO",1100056,"PDT",2124,0.207929515418502,2,-0.0309348996573666,0,NA,"CEREJEIRAS",16852,0.692,15997
"18","RO",1100056,"PT",1948,0.190699951052374,3,-0.0481644640234948,0,NA,"CEREJEIRAS",16852,0.692,15997
"19","RO",1100056,"PMDB",1764,0.172687224669604,4,-0.0661771904062653,0,NA,"CEREJEIRAS",16852,0.692,15997
"20","RO",1100056,"PFL",1440,0.140969162995595,5,-0.0978952520802741,0,0.294836541399328,"CEREJEIRAS",16852,0.692,15997
"21","RO",1100056,"PL",499,0.0488497307880568,6,-0.190014684287812,0,NA,"CEREJEIRAS",16852,0.692,15997
"22","RO",1100064,"PDT",4179,0.384169884169884,1,0.108567751424894,1,NA,"COLORADO DO OESTE",18093,0.685,12159
"23","RO",1100064,"PT",2998,0.27560213274499,2,-0.108567751424894,0,NA,"COLORADO DO OESTE",18093,0.685,12159
"24","RO",1100064,"PPB",2203,0.202518845375988,3,-0.181651038793896,0,NA,"COLORADO DO OESTE",18093,0.685,12159
"25","RO",1100064,"PSDB",1430,0.131457988600846,4,-0.252711895569038,0,NA,"COLORADO DO OESTE",18093,0.685,12159
"26","RO",1100064,"PSB",68,0.00625114910829196,5,-0.377918735061592,0,NA,"COLORADO DO OESTE",18093,0.685,12159
"27","RO",1100072,"PMDB",2429,0.586431675519073,1,0.172863351038146,1,NA,"CORUMBIARA",8530,0.613,22160
"28","RO",1100072,"PT",1713,0.413568324480927,2,-0.172863351038146,0,0.275337475894579,"CORUMBIARA",8530,0.613,22160
"29","RO",1100080,"PFL",2205,0.532994923857868,1,0.0659898477157361,1,NA,"COSTA MARQUES",14355,0.611,9884
"30","RO",1100080,"PPB",1932,0.467005076142132,2,-0.0659898477157361,0,NA,"COSTA MARQUES",14355,0.611,9884
"31","RO",1100098,"PTB",4862,0.384226331594753,1,0.0372214319582741,1,0.380213254150358,"ESPIGAO D OESTE",29189,0.672,12759
"32","RO",1100098,"PT do B",4391,0.347004899636479,2,-0.0372214319582741,0,NA,"ESPIGAO D OESTE",29189,0.672,12759
"33","RO",1100098,"PL",3401,0.268768768768769,3,-0.115457562825984,0,NA,"ESPIGAO D OESTE",29189,0.672,12759
"34","RO",1100106,"PMDB",6870,0.409880078754251,1,0.141399677823519,1,0.315839593693789,"GUAJARA MIRIM",42202,0.657,15611
"35","RO",1100106,"PSDB",4500,0.268480400930732,2,-0.141399677823519,0,0.236218389588403,"GUAJARA MIRIM",42202,0.657,15611
"36","RO",1100106,"PDT",2998,0.178867609331185,3,-0.231012469423065,0,0.24828060522696,"GUAJARA MIRIM",42202,0.657,15611
"37","RO",1100106,"PT",2393,0.142771910983832,4,-0.267108167770419,0,0.199661411490848,"GUAJARA MIRIM",42202,0.657,15611
"38","RO",1100114,"PMDB",15107,0.565805243445693,1,0.27936329588015,1,0.478489903424056,"JARU",51765,0.689,15266
"39","RO",1100114,"PFL",7648,0.286441947565543,2,-0.27936329588015,0,NA,"JARU",51765,0.689,15266
"40","RO",1100114,"PT",3945,0.147752808988764,3,-0.418052434456929,0,0.0955575065847234,"JARU",51765,0.689,15266
"41","RO",1100122,"PDT",21966,0.470132482931319,1,0.196284485157203,1,NA,"JI PARANA",118092,0.714,14465
"42","RO",1100122,"PFL",12795,0.273847997774116,2,-0.196284485157203,0,0.355071795911596,"JI PARANA",118092,0.714,14465
"43","RO",1100122,"PMDB",11962,0.256019519294566,3,-0.214112963636753,0,0.079427107334427,"JI PARANA",118092,0.714,14465
"44","RO",1100130,"PFL",5119,0.538842105263158,1,0.177157894736842,1,NA,"MACHADINHO D OESTE",32403,0.596,10235
"45","RO",1100130,"PMDB",3436,0.361684210526316,2,-0.177157894736842,0,NA,"MACHADINHO D OESTE",32403,0.596,10235
"46","RO",1100130,"PSDB",945,0.0994736842105263,3,-0.439368421052632,0,NA,"MACHADINHO D OESTE",32403,0.596,10235
"47","RO",1100148,"PTB",6895,0.75636243966652,1,0.619240895129443,1,0.488987207848418,"NOVA BRASILANDIA D OESTE",19891,0.643,9792
"48","RO",1100148,"PFL",1250,0.137121544537078,2,-0.619240895129443,0,NA,"NOVA BRASILANDIA D OESTE",19891,0.643,9792
"49","RO",1100148,"PT",971,0.106516015796402,3,-0.649846423870118,0,NA,"NOVA BRASILANDIA D OESTE",19891,0.643,9792
"50","RO",1100155,"PFL",10918,0.557382070655503,1,0.310955687155401,1,NA,"OURO PRETO DO OESTE",37482,0.682,12450
"51","RO",1100155,"PMDB",4827,0.246426383500102,2,-0.310955687155401,0,0.253882132834425,"OURO PRETO DO OESTE",37482,0.682,12450
"52","RO",1100155,"PT",3843,0.196191545844395,3,-0.361190524811109,0,0.298971000935454,"OURO PRETO DO OESTE",37482,0.682,12450
"53","RO",1100189,"PSB",8774,0.54605426935524,1,0.238424197162061,1,NA,"PIMENTA BUENO",34135,0.71,20394
"54","RO",1100189,"PDT",4943,0.307630072193179,2,-0.238424197162061,0,NA,"PIMENTA BUENO",34135,0.71,20394
"55","RO",1100189,"PPB",2351,0.146315658451581,3,-0.399738610903659,0,NA,"PIMENTA BUENO",34135,0.71,20394
"56","RO",1100205,"PDT",60558,0.423698811281283,1,0.0675169841947288,1,NA,"PORTO VELHO",442701,0.736,17636
"57","RO",1100205,"PSB",50908,0.356181827086555,2,-0.0675169841947288,0,0.308393851436058,"PORTO VELHO",442701,0.736,17636
"58","RO",1100205,"PSDB",22287,0.155932748885795,3,-0.267766062395489,0,0.157108006460284,"PORTO VELHO",442701,0.736,17636
"59","RO",1100205,"PSL",9108,0.0637248385539471,4,-0.359973972727336,0,NA,"PORTO VELHO",442701,0.736,17636
"60","RO",1100205,"PRTB",66,0.000461774192419907,5,-0.423237037088864,0,NA,"PORTO VELHO",442701,0.736,17636
"61","RO",1100254,"PMDB",6297,0.473957549300015,1,0.0683426162878217,1,0.265154916928603,"PRESIDENTE MEDICI",21709,0.664,12068
"62","RO",1100254,"PFL",5389,0.405614933012193,2,-0.0683426162878217,0,NA,"PRESIDENTE MEDICI",21709,0.664,12068
"63","RO",1100254,"PT",1353,0.101836519644739,3,-0.372121029655276,0,NA,"PRESIDENTE MEDICI",21709,0.664,12068
"64","RO",1100254,"PPS",247,0.0185909980430528,4,-0.455366551256962,0,NA,"PRESIDENTE MEDICI",21709,0.664,12068
"65","RO",1100262,"PSDB",1350,0.67907444668008,1,0.358148893360161,1,NA,"RIO CRESPO",3374,0.643,21769
"66","RO",1100262,"PDT",638,0.32092555331992,2,-0.358148893360161,0,NA,"RIO CRESPO",3374,0.643,21769
"67","RO",1100288,"PFL",14851,0.695955761750785,1,0.39191152350157,1,NA,"ROLIM DE MOURA",51142,0.7,12155
"68","RO",1100288,"PTB",6488,0.304044238249215,2,-0.39191152350157,0,0.504678675955316,"ROLIM DE MOURA",51142,0.7,12155
"69","RO",1100296,"PSDB",2675,0.406473180367725,1,0.0407232943321684,1,0.383838383838384,"SANTA LUZIA D OESTE",8476,0.67,13205
"70","RO",1100296,"PFL",2407,0.365749886035557,2,-0.0407232943321684,0,NA,"SANTA LUZIA D OESTE",8476,0.67,13205
"71","RO",1100296,"PT",1499,0.227776933596718,3,-0.178696246771007,0,0.241927471435668,"SANTA LUZIA D OESTE",8476,0.67,13205
"72","RO",1100304,"PTB",15968,0.608954313172146,1,0.27965067500572,1,NA,"VILHENA",79616,0.731,18576
"73","RO",1100304,"PMDB",8635,0.329303638166425,2,-0.27965067500572,0,0.628774850381784,"VILHENA",79616,0.731,18576
"74","RO",1100304,"PFL",1415,0.0539623217145908,3,-0.554991991457555,0,NA,"VILHENA",79616,0.731,18576
"75","RO",1100304,"PC do B",204,0.00777972694683853,4,-0.601174586225307,0,NA,"VILHENA",79616,0.731,18576
"76","RO",1100320,"PT",3668,0.490177736202058,1,0.186155285313377,1,0.18732970027248,"SAO MIGUEL DO GUAPORE",21927,0.646,18017
"77","RO",1100320,"PFL",2275,0.304022450888681,2,-0.186155285313377,0,NA,"SAO MIGUEL DO GUAPORE",21927,0.646,18017
"78","RO",1100320,"PMDB",1540,0.205799812909261,3,-0.284377923292797,0,NA,"SAO MIGUEL DO GUAPORE",21927,0.646,18017
"79","RO",1100338,"PMDB",2079,0.399116913035132,1,0.00076790170858132,1,NA,"NOVA MAMORE",23719,0.587,11353
"80","RO",1100338,"PFL",2075,0.39834901132655,2,-0.00076790170858132,0,0.281505928370615,"NOVA MAMORE",23719,0.587,11353
"81","RO",1100338,"PDT",1055,0.202534075638318,3,-0.196582837396813,0,NA,"NOVA MAMORE",23719,0.587,11353
"82","RO",1100346,"PT",4181,0.435838632336078,1,0.140102157823413,1,0.366950959488273,"ALVORADA D OESTE",16404,0.643,10630
"83","RO",1100346,"PTB",2837,0.295736474512665,2,-0.140102157823413,0,NA,"ALVORADA D OESTE",16404,0.643,10630
"84","RO",1100346,"PFL",2575,0.268424893151256,3,-0.167413739184822,0,0.0362473347547974,"ALVORADA D OESTE",16404,0.643,10630
"85","RO",1100379,"PFL",2505,0.557285873192436,1,0.114571746384872,1,0.310757684060043,"ALTO ALEGRE DOS PARECIS",12833,0.592,12399
"86","RO",1100379,"PSDB",1990,0.442714126807564,2,-0.114571746384872,0,0.260007147962831,"ALTO ALEGRE DOS PARECIS",12833,0.592,12399
"87","RO",1100403,"PT",2678,0.440026289845547,1,0.0831416365428853,1,NA,"ALTO PARAISO",17742,0.625,11759
"88","RO",1100403,"PPB",2172,0.356884653302662,2,-0.0831416365428853,0,NA,"ALTO PARAISO",17742,0.625,11759
"89","RO",1100403,"PTB",1036,0.170226749917844,3,-0.269799539927703,0,NA,"ALTO PARAISO",17742,0.625,11759
"90","RO",1100403,"PMDB",200,0.0328623069339468,4,-0.4071639829116,0,NA,"ALTO PARAISO",17742,0.625,11759
"91","RO",1100452,"PT",2261,0.286238764400557,1,0.0115204456260286,1,0.508288103271234,"BURITIS",33397,0.616,11423
"92","RO",1100452,"PDT",2170,0.274718318774528,2,-0.0115204456260286,0,NA,"BURITIS",33397,0.616,11423
"93","RO",1100452,"PMDB",1355,0.171540701354602,3,-0.114698063045955,0,NA,"BURITIS",33397,0.616,11423
"94","RO",1100452,"PFL",1123,0.142169894923408,4,-0.144068869477149,0,NA,"BURITIS",33397,0.616,11423
"95","RO",1100452,"PSDB",990,0.125332320546905,5,-0.160906443853652,0,0.491711896728766,"BURITIS",33397,0.616,11423
"96","RO",1100502,"PMN",2446,0.384954359458609,1,0.0892351274787535,1,NA,"NOVO HORIZONTE DO OESTE",9933,0.634,11633
"97","RO",1100502,"PL",1879,0.295719231979855,2,-0.0892351274787535,0,NA,"NOVO HORIZONTE DO OESTE",9933,0.634,11633
"98","RO",1100502,"PTB",1283,0.201920050361977,3,-0.183034309096632,0,NA,"NOVO HORIZONTE DO OESTE",9933,0.634,11633
"99","RO",1100502,"PT",746,0.117406358199559,4,-0.267548001259049,0,NA,"NOVO HORIZONTE DO OESTE",9933,0.634,11633
"100","RO",1100601,"PFL",1540,0.531217661262504,1,0.0841669541221111,1,0.595072463768116,"CACAULANDIA",5791,0.646,20662
"101","RO",1100601,"PPB",1296,0.447050707140393,2,-0.0841669541221111,0,NA,"CACAULANDIA",5791,0.646,20662
"102","RO",1100601,"PT",63,0.0217316315971024,3,-0.509486029665402,0,NA,"CACAULANDIA",5791,0.646,20662
"103","RO",1100700,"PMDB",1739,0.476438356164384,1,0.283835616438356,1,0.272019664072102,"CAMPO NOVO DE RONDONIA",12847,0.593,12059
"104","RO",1100700,"PPB",703,0.192602739726027,2,-0.283835616438356,0,NA,"CAMPO NOVO DE RONDONIA",12847,0.593,12059
"105","RO",1100700,"PFL",619,0.16958904109589,3,-0.306849315068493,0,NA,"CAMPO NOVO DE RONDONIA",12847,0.593,12059
"106","RO",1100700,"PT",377,0.103287671232877,4,-0.373150684931507,0,NA,"CAMPO NOVO DE RONDONIA",12847,0.593,12059
"107","RO",1100700,"PSDB",212,0.0580821917808219,5,-0.418356164383562,0,0.469889389594428,"CAMPO NOVO DE RONDONIA",12847,0.593,12059
"108","RO",1100809,"PSDB",3326,0.55730563002681,1,0.255361930294906,1,0.263092578803673,"CANDEIAS DO JAMARI",20787,0.649,13275
"109","RO",1100809,"PFL",1802,0.301943699731903,2,-0.255361930294906,0,NA,"CANDEIAS DO JAMARI",20787,0.649,13275
"110","RO",1100809,"PMDB",643,0.107741286863271,3,-0.449564343163539,0,0.0989079175974187,"CANDEIAS DO JAMARI",20787,0.649,13275
"111","RO",1100809,"PT",197,0.0330093833780161,4,-0.524296246648794,0,0.0368577810871184,"CANDEIAS DO JAMARI",20787,0.649,13275
"112","RO",1100908,"PSB",1713,0.585240860949778,1,0.226170140075162,1,0.40139751552795,"CASTANHEIRAS",3479,0.658,15916
"113","RO",1100908,"PFL",1051,0.359070720874616,2,-0.226170140075162,0,NA,"CASTANHEIRAS",3479,0.658,15916
"114","RO",1100908,"PT",163,0.0556884181756064,3,-0.529552442774171,0,NA,"CASTANHEIRAS",3479,0.658,15916
"115","RO",1100924,"PPB",1505,0.598409542743539,1,0.210735586481113,1,NA,"CHUPINGUAIA",8721,0.652,28917
"116","RO",1100924,"PFL",975,0.387673956262425,2,-0.210735586481113,0,NA,"CHUPINGUAIA",8721,0.652,28917
"117","RO",1100924,"PT",35,0.0139165009940358,3,-0.584493041749503,0,NA,"CHUPINGUAIA",8721,0.652,28917
"118","RO",1100940,"PV",1421,0.501765536723164,1,0.163488700564972,1,NA,"CUJUBIM",17262,0.612,12595
"119","RO",1100940,"PT",958,0.338276836158192,2,-0.163488700564972,0,0.469233903830481,"CUJUBIM",17262,0.612,12595
"120","RO",1100940,"PMDB",453,0.159957627118644,3,-0.34180790960452,0,0.338223308883456,"CUJUBIM",17262,0.612,12595
"121","RO",1101005,"PMDB",2782,0.443629405198533,1,0.159304736086749,1,NA,"GOVERNADOR JORGE TEIXEIRA",10040,0.596,12973
"122","RO",1101005,"PSC",1783,0.284324669111784,2,-0.159304736086749,0,NA,"GOVERNADOR JORGE TEIXEIRA",10040,0.596,12973
"123","RO",1101005,"PFL",1706,0.272045925689683,3,-0.17158347950885,0,NA,"GOVERNADOR JORGE TEIXEIRA",10040,0.596,12973
"124","RO",1101104,"PDT",1432,0.454026632847178,1,0.0323398858592264,1,NA,"ITAPUA DO OESTE",8830,0.614,10994
"125","RO",1101104,"PMDB",1330,0.421686746987952,2,-0.0323398858592264,0,0.252729693741678,"ITAPUA DO OESTE",8830,0.614,10994
"126","RO",1101104,"PFL",305,0.0967025998731769,3,-0.357324032974001,0,0.469507323568575,"ITAPUA DO OESTE",8830,0.614,10994
"127","RO",1101104,"PT",87,0.0275840202916931,4,-0.426442612555485,0,NA,"ITAPUA DO OESTE",8830,0.614,10994
"128","RO",1101203,"PFL",2944,0.572539867755737,1,0.145079735511474,1,NA,"MINISTRO ANDREAZZA",10203,0.638,12156
"129","RO",1101203,"PT",2198,0.427460132244263,2,-0.145079735511474,0,0.538127222441723,"MINISTRO ANDREAZZA",10203,0.638,12156
"130","RO",1101302,"PT",3665,0.561771919068056,1,0.186082158185163,1,0.270175928511589,"MIRANTE DA SERRA",11686,0.643,11219
"131","RO",1101302,"PMDB",2451,0.375689760882894,2,-0.186082158185163,0,0.338732197710137,"MIRANTE DA SERRA",11686,0.643,11219
"132","RO",1101302,"PPB",408,0.0625383200490497,3,-0.499233599019007,0,NA,"MIRANTE DA SERRA",11686,0.643,11219
"133","RO",1101401,"PMDB",4358,0.715129635707253,1,0.489497866754184,1,0.472324723247232,"MONTE NEGRO",14313,0.607,12281
"134","RO",1101401,"PL",1375,0.225631768953069,2,-0.489497866754184,0,NA,"MONTE NEGRO",14313,0.607,12281
"135","RO",1101401,"PFL",361,0.0592385953396784,3,-0.655891040367575,0,NA,"MONTE NEGRO",14313,0.607,12281
"136","RO",1101435,"PFL",1735,0.414972494618512,1,0.101171968428606,1,0.11085016439643,"NOVA UNIAO",7382,0.587,10232
"137","RO",1101435,"PPB",1312,0.313800526189907,2,-0.101171968428606,0,NA,"NOVA UNIAO",7382,0.587,10232
"138","RO",1101435,"PT",1134,0.271226979191581,3,-0.143745515426931,0,0.233912635039925,"NOVA UNIAO",7382,0.587,10232
"139","RO",1101450,"PMDB",1338,0.611517367458867,1,0.223034734917733,1,0.493764614185503,"PARECIS",4990,0.617,17081
"140","RO",1101450,"PFL",850,0.388482632541133,2,-0.223034734917733,0,0.479345284489478,"PARECIS",4990,0.617,17081
"141","RO",1101468,"PSDB",480,0.394736842105263,1,0.0123355263157895,1,0.54641598119859,"PIMENTEIRAS DO OESTE",2283,0.665,38411
"142","RO",1101468,"PSB",465,0.382401315789474,2,-0.0123355263157895,0,NA,"PIMENTEIRAS DO OESTE",2283,0.665,38411
"143","RO",1101468,"PMDB",271,0.222861842105263,3,-0.171875,0,NA,"PIMENTEIRAS DO OESTE",2283,0.665,38411
"144","RO",1101476,"PMDB",1301,0.478660779985283,1,0.157468727005151,1,NA,"PRIMAVERA DE RONDONIA",3406,0.641,12959
"145","RO",1101476,"PFL",873,0.321192052980132,2,-0.157468727005151,0,NA,"PRIMAVERA DE RONDONIA",3406,0.641,12959
"146","RO",1101476,"PT",510,0.187637969094923,3,-0.291022810890361,0,NA,"PRIMAVERA DE RONDONIA",3406,0.641,12959
"147","RO",1101476,"PSB",34,0.0125091979396615,4,-0.466151582045622,0,NA,"PRIMAVERA DE RONDONIA",3406,0.641,12959
"148","RO",1101484,"PT",1497,0.416411682892907,1,0.124061196105702,1,0.271409395973154,"SAO FELIPE D OESTE",5862,0.649,12477
"149","RO",1101484,"PTB",1051,0.292350486787204,2,-0.124061196105702,0,0.45503355704698,"SAO FELIPE D OESTE",5862,0.649,12477
"150","RO",1101484,"PPS",1047,0.291237830319889,3,-0.125173852573018,0,NA,"SAO FELIPE D OESTE",5862,0.649,12477
"151","RO",1101492,"PDT",2024,0.496565260058881,1,0.131746810598626,1,NA,"SAO FRANCISCO DO GUAPORE",16636,0.611,13828
"152","RO",1101492,"PMDB",1487,0.364818449460255,2,-0.131746810598626,0,0.538916114153935,"SAO FRANCISCO DO GUAPORE",16636,0.611,13828
"153","RO",1101492,"PTB",416,0.102060843964671,3,-0.39450441609421,0,NA,"SAO FRANCISCO DO GUAPORE",16636,0.611,13828
"154","RO",1101492,"PFL",149,0.0365554465161923,4,-0.460009813542689,0,NA,"SAO FRANCISCO DO GUAPORE",16636,0.611,13828
"155","RO",1101500,"PMDB",1360,0.295331161780673,1,0.0232356134636265,1,NA,"SERINGUEIRAS",11619,0.598,12547
"156","RO",1101500,"PL",1253,0.272095548317047,2,-0.0232356134636265,0,NA,"SERINGUEIRAS",11619,0.598,12547
"157","RO",1101500,"PFL",1147,0.249077090119435,3,-0.0462540716612378,0,NA,"SERINGUEIRAS",11619,0.598,12547
"158","RO",1101500,"PT",845,0.183496199782845,4,-0.111834961997828,0,NA,"SERINGUEIRAS",11619,0.598,12547
"159","RO",1101559,"PFL",1761,0.491487580240022,1,0.166899246441529,1,NA,"TEIXEIROPOLIS",4778,0.643,12358
"160","RO",1101559,"PT",1163,0.324588333798493,2,-0.166899246441529,0,0.584543869843114,"TEIXEIROPOLIS",4778,0.643,12358
"161","RO",1101559,"PMDB",659,0.183924085961485,3,-0.307563494278538,0,0.415456130156886,"TEIXEIROPOLIS",4778,0.643,12358
"162","RO",1101609,"PDT",2494,0.492107340173638,1,0.0140094711917916,1,NA,"THEOBROMA",10575,0.589,13124
"163","RO",1101609,"PMDB",2423,0.478097868981847,2,-0.0140094711917916,0,0.426644736842105,"THEOBROMA",10575,0.589,13124
"164","RO",1101609,"PT",151,0.0297947908445146,3,-0.462312549329124,0,NA,"THEOBROMA",10575,0.589,13124
"165","RO",1101708,"PMDB",4026,0.622737819025522,1,0.390100541376644,1,0.220638455827765,"URUPA",12687,0.609,10165
"166","RO",1101708,"PSDB",1504,0.232637277648879,2,-0.390100541376644,0,NA,"URUPA",12687,0.609,10165
"167","RO",1101708,"PT",935,0.144624903325599,3,-0.478112915699923,0,0.227616926503341,"URUPA",12687,0.609,10165
"168","RO",1101757,"PSB",1282,0.430779569892473,1,0.152217741935484,1,NA,"VALE DO ANARI",9633,0.584,12112
"169","RO",1101757,"PT",829,0.278561827956989,2,-0.152217741935484,0,0.493282149712092,"VALE DO ANARI",9633,0.584,12112
"170","RO",1101757,"PFL",540,0.181451612903226,3,-0.249327956989247,0,NA,"VALE DO ANARI",9633,0.584,12112
"171","RO",1101757,"PMDB",276,0.092741935483871,4,-0.338037634408602,0,NA,"VALE DO ANARI",9633,0.584,12112
"172","RO",1101757,"PTB",49,0.0164650537634409,5,-0.414314516129032,0,NA,"VALE DO ANARI",9633,0.584,12112
"173","RO",1101807,"PFL",2110,0.423269809428285,1,0.0655967903711133,1,0.478485370051635,"VALE DO PARAISO",7961,0.627,11831
"174","RO",1101807,"PTB",1783,0.357673019057172,2,-0.0655967903711133,0,NA,"VALE DO PARAISO",7961,0.627,11831
"175","RO",1101807,"PT",1092,0.219057171514544,3,-0.204212637913741,0,NA,"VALE DO PARAISO",7961,0.627,11831
"176","AC",1200138,"PMDB",1415,0.544230769230769,1,0.175384615384615,1,0.304048892284186,"BUJARI",8782,0.589,16296
"177","AC",1200138,"PT",959,0.368846153846154,2,-0.175384615384615,0,0.456837280366692,"BUJARI",8782,0.589,16296
"178","AC",1200138,"PDT",226,0.0869230769230769,3,-0.457307692307692,0,NA,"BUJARI",8782,0.589,16296
"179","AC",1200401,"PMDB",54990,0.478090766823161,1,0.0300034776560598,1,NA,"RIO BRANCO",348354,0.727,12839
"180","AC",1200401,"PT",51539,0.448087289167101,2,-0.0300034776560598,0,0.494984986903469,"RIO BRANCO",348354,0.727,12839
"181","AC",1200401,"PTB",8003,0.0695792036167623,3,-0.408511563206399,0,NA,"RIO BRANCO",348354,0.727,12839
"182","AC",1200401,"PRTB",488,0.00424274039297513,4,-0.473848026430186,0,NA,"RIO BRANCO",348354,0.727,12839
"183","AC",1200807,"PMDB",3255,0.659975669099757,1,0.319951338199513,1,NA,"PORTO ACRE",15534,0.576,10179
"184","AC",1200807,"PPS",1677,0.340024330900243,2,-0.319951338199513,0,0.38926049795615,"PORTO ACRE",15534,0.576,10179
"185","AM",1300029,"PMDB",2097,0.482512655315232,1,0.17395306028532,1,NA,"ALVARAES",14381,0.527,4473
"186","AM",1300029,"PFL",1341,0.308559595029913,2,-0.17395306028532,0,NA,"ALVARAES",14381,0.527,4473
"187","AM",1300029,"PSL",908,0.208927749654855,3,-0.273584905660377,0,NA,"ALVARAES",14381,0.527,4473
"188","AM",1300060,"PMDB",709,0.289979550102249,1,0.0503067484662576,1,0.599271402550091,"AMATURA",9794,0.56,4449
"189","AM",1300060,"PST",586,0.239672801635992,2,-0.0503067484662576,0,NA,"AMATURA",9794,0.56,4449
"190","AM",1300060,"PTB",582,0.238036809815951,3,-0.0519427402862985,0,NA,"AMATURA",9794,0.56,4449
"191","AM",1300060,"PSC",377,0.154192229038855,4,-0.135787321063395,0,NA,"AMATURA",9794,0.56,4449
"192","AM",1300060,"PPB",191,0.078118609406953,5,-0.211860940695296,0,NA,"AMATURA",9794,0.56,4449
"193","AM",1300086,"PMDB",2020,0.575334662489319,1,0.150669324978639,1,NA,"ANAMA",10766,0.594,4968
"194","AM",1300086,"PL",1491,0.424665337510681,2,-0.150669324978639,0,0.444003733084461,"ANAMA",10766,0.594,4968
"195","AM",1300102,"PMDB",2466,0.51375,1,0.117708333333333,1,NA,"ANORI",17072,0.561,4488
"196","AM",1300102,"PSDB",1901,0.396041666666667,2,-0.117708333333333,0,NA,"ANORI",17072,0.561,4488
"197","AM",1300102,"PFL",433,0.0902083333333333,3,-0.423541666666667,0,NA,"ANORI",17072,0.561,4488
"198","AM",1300144,"PMDB",2601,0.612865221489161,1,0.292412818096136,1,NA,"APUI",18633,0.637,8855
"199","AM",1300144,"PFL",1360,0.320452403393025,2,-0.292412818096136,0,NA,"APUI",18633,0.637,8855
"200","AM",1300144,"PPS",178,0.0419415645617342,3,-0.570923656927427,0,0.515163768701981,"APUI",18633,0.637,8855
"201","AM",1300144,"PT",105,0.0247408105560792,4,-0.588124410933082,0,NA,"APUI",18633,0.637,8855
"202","AM",1300201,"PFL",740,0.311316785864535,1,0.0138830458561211,1,NA,"ATALAIA DO NORTE",15924,0.45,4313
"203","AM",1300201,"PMDB",707,0.297433740008414,2,-0.0138830458561211,0,NA,"ATALAIA DO NORTE",15924,0.45,4313
"204","AM",1300201,"PST",626,0.263357172907026,3,-0.0479596129575095,0,NA,"ATALAIA DO NORTE",15924,0.45,4313
"205","AM",1300201,"PSB",304,0.127892301220025,4,-0.18342448464451,0,NA,"ATALAIA DO NORTE",15924,0.45,4313
"206","AM",1300300,"PFL",1925,0.208198139736102,1,0.0203331170235778,1,NA,"AUTAZES",33312,0.577,6254
"207","AM",1300300,"PTB",1737,0.187865022712524,2,-0.0203331170235778,0,NA,"AUTAZES",33312,0.577,6254
"208","AM",1300300,"PSC",1368,0.147955872809864,3,-0.0602422669262384,0,NA,"AUTAZES",33312,0.577,6254
"209","AM",1300300,"PSB",1288,0.139303482587065,4,-0.0688946571490374,0,NA,"AUTAZES",33312,0.577,6254
"210","AM",1300300,"PSDB",1230,0.133030499675535,5,-0.0751676400605667,0,NA,"AUTAZES",33312,0.577,6254
"211","AM",1300300,"PST",1121,0.121241617996972,6,-0.0869565217391304,0,NA,"AUTAZES",33312,0.577,6254
"212","AM",1300300,"PV",577,0.0624053644819381,7,-0.145792775254164,0,NA,"AUTAZES",33312,0.577,6254
