"","ANO_ELEICAO","NUM_TURNO","UF","COD_MUN_IBGE","NOME_MUNICIPIO","SIGLA_PARTIDO","QTDE_VOTOS.x","vote_pct_2012","rank_2012","first_rank_vote_pct","second_rank_vote_pct","win_margin","Incumbent","QTDE_VOTOS.y","vote_pct_2016"
"5593",2012,1,"BA",2915601,"Itamaraju","PT",12833,0.425610241443354,2,0.556878482356063,0.425610241443354,-0.131268240912709,0,NA,NA
"5594",2012,1,"BA",2915601,"Itamaraju","PMDB",528,0.0175112762005837,3,0.556878482356063,0.425610241443354,-0.539367206155479,0,NA,NA
"5595",2012,1,"BA",2915700,"Itamari","PC do B",2649,0.501040287497636,1,0.501040287497636,0.498959712502364,0.00208057499527142,1,NA,NA
"5596",2012,1,"BA",2915700,"Itamari","PT",2638,0.498959712502364,2,0.501040287497636,0.498959712502364,-0.00208057499527142,0,NA,NA
"5597",2012,1,"BA",2915809,"Itambé","PSD",7731,0.573218655001112,1,0.573218655001112,0.426781344998888,0.146437310002224,1,6405,0.47673985857834
"5598",2012,1,"BA",2915809,"Itambé","PMDB",5756,0.426781344998888,2,0.573218655001112,0.426781344998888,-0.146437310002224,0,7030,0.52326014142166
"5599",2012,1,"BA",2915908,"Itanagra","PSB",2033,0.534718569174119,1,0.534718569174119,0.465281430825881,0.0694371383482377,1,NA,NA
"5600",2012,1,"BA",2915908,"Itanagra","PT",1769,0.465281430825881,2,0.534718569174119,0.465281430825881,-0.0694371383482377,0,NA,NA
"5601",2012,1,"BA",2916005,"Itanhém","PSB",6236,0.544723969252271,1,0.544723969252271,0.449685534591195,0.0950384346610762,1,NA,NA
"5602",2012,1,"BA",2916005,"Itanhém","PMDB",5148,0.449685534591195,2,0.544723969252271,0.449685534591195,-0.0950384346610762,0,6174,0.524509387477699
"5603",2012,1,"BA",2916005,"Itanhém","PHS",64,0.00559049615653389,3,0.544723969252271,0.449685534591195,-0.539133473095737,0,NA,NA
"5604",2012,1,"BA",2916104,"Itaparica","PSD",5408,0.441721800212366,1,0.441721800212366,0.408396634811729,0.0333251654006371,1,NA,NA
"5605",2012,1,"BA",2916104,"Itaparica","PDT",5000,0.408396634811729,2,0.441721800212366,0.408396634811729,-0.0333251654006371,0,8808,0.665357304728811
"5606",2012,1,"BA",2916104,"Itaparica","PT",1835,0.149881564975905,3,0.441721800212366,0.408396634811729,-0.291840235236462,0,NA,NA
"5607",2012,1,"BA",2916203,"Itapé","PSB",3193,0.459292289988493,1,0.459292289988493,0.331271576524741,0.128020713463751,1,NA,NA
"5608",2012,1,"BA",2916203,"Itapé","PDT",2303,0.331271576524741,2,0.459292289988493,0.331271576524741,-0.128020713463751,0,3329,0.478923895842325
"5609",2012,1,"BA",2916203,"Itapé","PP",1287,0.185126582278481,3,0.459292289988493,0.331271576524741,-0.274165707710012,0,3622,0.521076104157675
"5610",2012,1,"BA",2916203,"Itapé","PHS",169,0.0243095512082854,4,0.459292289988493,0.331271576524741,-0.434982738780207,0,NA,NA
"5611",2012,1,"BA",2916302,"Itapebi","PSC",3503,0.555678934010152,1,0.555678934010152,0.439562182741117,0.116116751269036,1,NA,NA
"5612",2012,1,"BA",2916302,"Itapebi","PP",2771,0.439562182741117,2,0.555678934010152,0.439562182741117,-0.116116751269036,0,3643,0.570377328949428
"5613",2012,1,"BA",2916302,"Itapebi","PSOL",25,0.00396573604060914,3,0.555678934010152,0.439562182741117,-0.551713197969543,0,NA,NA
"5614",2012,1,"BA",2916302,"Itapebi","PMDB",5,0.000793147208121827,4,0.555678934010152,0.439562182741117,-0.55488578680203,0,NA,NA
"5615",2012,1,"BA",2916401,"Itapetinga","PT",15103,0.439436701678838,1,0.439436701678838,0.333381826646105,0.106054875032733,1,NA,NA
"5616",2012,1,"BA",2916401,"Itapetinga","PMDB",11458,0.333381826646105,2,0.439436701678838,0.333381826646105,-0.106054875032733,0,19827,0.555409266625581
"5617",2012,1,"BA",2916401,"Itapetinga","PR",7808,0.227181471675056,3,0.439436701678838,0.333381826646105,-0.212255230003782,0,NA,NA
"5618",2012,1,"BA",2916500,"Itapicuru","PDT",9003,0.579045536403396,1,0.579045536403396,0.420954463596604,0.158091072806792,1,NA,NA
"5619",2012,1,"BA",2916500,"Itapicuru","PSB",6545,0.420954463596604,2,0.579045536403396,0.420954463596604,-0.158091072806792,0,NA,NA
"5620",2012,1,"BA",2916609,"Itapitanga","PSB",2828,0.595995785036881,1,0.595995785036881,0.381243414120126,0.214752370916754,1,2402,0.505897219882056
